,"('Fossil Gas', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Water Reservoir', 'Actual Aggregated')","('Waste', 'Actual Aggregated')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')",Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore
2024-01-12 04:00:00+01:00,,,,,,,,,,14.0,478.25,680.22,6564.92,4.04,1031.32
2024-01-12 05:00:00+01:00,,,,,,,,,,14.0,486.31,680.95,6554.52,4.09,1051.87
2024-01-12 06:00:00+01:00,,,,,,,,,,14.0,497.12,686.42,7007.94,4.18,1009.73
2024-01-12 07:00:00+01:00,,,,,,,,,,14.0,495.69,713.19,7713.7,4.05,1012.88
2024-01-12 08:00:00+01:00,,,,,,,,,,13.75,498.89,715.99,7847.49,4.04,950.52
2024-01-12 09:00:00+01:00,,,,,,,,,,13.98,499.35,717.11,7990.41,4.18,889.36
2024-01-12 10:00:00+01:00,,,,,,,,,,14.0,497.9,712.14,7874.87,4.48,818.08
2024-01-12 11:00:00+01:00,,,,,,,,,,14.0,497.46,701.66,7898.88,4.52,761.91
2024-01-12 12:00:00+01:00,,,,,,,,,,14.0,498.01,690.47,7840.62,4.53,775.75
2024-01-12 13:00:00+01:00,,,,,,,,,,14.0,494.99,680.91,7625.06,4.86,791.96
2024-01-12 14:00:00+01:00,,,,,,,,,,13.76,498.05,667.97,7831.44,4.37,851.62
2024-01-12 15:00:00+01:00,,,,,,,,,,14.0,496.33,663.0,7759.23,4.16,817.74
2024-01-12 16:00:00+01:00,,,,,,,,,,14.0,495.6,659.58,7665.04,4.26,860.72
2024-01-12 17:00:00+01:00,,,,,,,,,,14.0,496.94,665.5,7721.18,4.31,838.0
2024-01-12 18:00:00+01:00,,,,,,,,,,14.0,497.04,660.36,7860.86,4.3,763.67
2024-01-12 19:00:00+01:00,,,,,,,,,,14.0,492.38,659.67,7802.36,4.28,802.65
2024-01-12 20:00:00+01:00,,,,,,,,,,14.0,489.2,655.52,7573.13,4.31,749.77
2024-01-12 21:00:00+01:00,,,,,,,,,,14.0,489.47,641.74,7214.43,4.26,694.98
2024-01-12 22:00:00+01:00,,,,,,,,,,14.0,488.39,633.58,6962.04,4.22,599.95
2024-01-12 23:00:00+01:00,,,,,,,,,,14.0,477.6,629.31,6649.73,4.18,657.04
2024-01-13 00:00:00+01:00,,,,,,,,,,14.0,484.01,591.53,5993.53,4.18,852.1
2024-01-13 01:00:00+01:00,,,,,,,,,,14.0,479.47,577.84,5748.11,4.16,1141.36
2024-01-13 02:00:00+01:00,,,,,,,,,,14.0,478.63,569.68,5828.4,0.57,1163.45
2024-01-13 03:00:00+01:00,,,,,,,,,,14.0,452.54,549.81,5715.17,0.0,1206.77
2024-01-13 04:00:00+01:00,,,,,,,,,,14.0,452.81,550.33,5623.43,0.19,1255.08
2024-01-13 05:00:00+01:00,,,,,,,,,,14.0,425.65,544.05,5472.4,3.72,1276.07
2024-01-13 06:00:00+01:00,,,,,,,,,,13.89,416.01,555.47,5265.56,4.08,1315.59
2024-01-13 07:00:00+01:00,,,,,,,,,,13.73,422.54,552.83,5543.21,3.92,1302.18
2024-01-13 08:00:00+01:00,,,,,,,,,,13.15,429.81,545.15,5647.75,3.88,1242.99
2024-01-13 09:00:00+01:00,,,,,,,,,,13.97,436.51,545.17,5850.54,3.87,1236.68
2024-01-13 10:00:00+01:00,,,,,,,,,,14.0,432.33,542.3,6071.74,3.91,1265.91
2024-01-13 11:00:00+01:00,,,,,,,,,,14.0,429.38,542.53,5852.86,3.91,1282.63
2024-01-13 12:00:00+01:00,,,,,,,,,,14.0,414.78,540.51,5693.03,3.95,1280.09
2024-01-13 13:00:00+01:00,,,,,,,,,,14.0,402.43,540.57,5412.57,4.04,1257.07
2024-01-13 14:00:00+01:00,,,,,,,,,,14.0,412.82,540.52,5492.77,4.16,1196.59
2024-01-13 15:00:00+01:00,,,,,,,,,,14.0,426.03,529.04,5735.42,4.15,1176.07
2024-01-13 16:00:00+01:00,,,,,,,,,,14.0,443.55,525.75,6027.31,4.09,1137.75
2024-01-13 17:00:00+01:00,,,,,,,,,,14.0,484.85,529.72,6179.43,4.11,1026.75
2024-01-13 18:00:00+01:00,,,,,,,,,,14.0,467.83,533.39,6246.31,4.12,1024.7
2024-01-13 19:00:00+01:00,,,,,,,,,,14.0,463.25,539.38,5967.92,4.16,966.91
2024-01-13 20:00:00+01:00,,,,,,,,,,14.0,425.17,538.84,5818.23,3.97,979.23
2024-01-13 21:00:00+01:00,,,,,,,,,,14.0,394.95,514.92,5779.77,3.98,953.66
2024-01-13 22:00:00+01:00,,,,,,,,,,14.0,390.38,511.38,5774.76,3.97,855.5
2024-01-13 23:00:00+01:00,,,,,,,,,,14.0,357.77,515.9,5567.61,3.89,756.13
2024-01-14 00:00:00+01:00,,,,,,,,,,14.0,331.16,500.84,5335.14,3.84,855.8
2024-01-14 01:00:00+01:00,,,,,,,,,,14.0,309.53,493.76,5225.91,3.87,934.51
2024-01-14 02:00:00+01:00,,,,,,,,,,14.0,308.02,489.3,4835.59,3.84,979.04
2024-01-14 03:00:00+01:00,,,,,,,,,,14.0,291.49,487.29,4882.79,3.85,904.54
2024-01-14 04:00:00+01:00,,,,,,,,,,14.0,287.0,486.31,4973.86,3.85,851.91
2024-01-14 05:00:00+01:00,,,,,,,,,,14.0,286.12,483.72,5049.11,3.81,747.45
2024-01-14 06:00:00+01:00,,,,,,,,,,14.0,367.34,490.35,5464.83,3.83,702.38
2024-01-14 07:00:00+01:00,,,,,,,,,,13.3,450.13,491.63,5832.61,3.97,705.21
2024-01-14 08:00:00+01:00,,,,,,,,,,12.0,469.5,491.75,6150.42,3.98,640.36
2024-01-14 09:00:00+01:00,,,,,,,,,,13.89,475.18,497.93,6405.96,3.95,687.75
2024-01-14 10:00:00+01:00,,,,,,,,,,14.0,482.92,528.99,6520.42,3.92,747.68
2024-01-14 11:00:00+01:00,,,,,,,,,,14.0,483.42,531.0,6521.56,3.91,807.59
2024-01-14 12:00:00+01:00,,,,,,,,,,13.99,483.24,533.31,6441.73,3.91,904.35
2024-01-14 13:00:00+01:00,,,,,,,,,,14.0,483.32,531.16,6305.05,3.84,789.95
2024-01-14 14:00:00+01:00,,,,,,,,,,14.0,488.47,526.67,6467.0,3.85,777.46
2024-01-14 15:00:00+01:00,,,,,,,,,,14.0,496.6,529.78,6783.52,3.83,618.92
2024-01-14 16:00:00+01:00,,,,,,,,,,14.0,500.86,527.59,7139.73,3.87,370.21
2024-01-14 17:00:00+01:00,,,,,,,,,,14.0,500.28,534.8,7268.55,3.88,207.2
2024-01-14 18:00:00+01:00,,,,,,,,,,14.0,498.3,535.79,7040.76,4.0,335.06
2024-01-14 19:00:00+01:00,,,,,,,,,,14.0,500.33,533.35,6896.54,4.04,770.73
2024-01-14 20:00:00+01:00,,,,,,,,,,14.0,455.77,534.2,6653.01,4.06,997.51
2024-01-14 21:00:00+01:00,,,,,,,,,,14.0,436.45,527.41,6136.73,4.01,1054.49
2024-01-14 22:00:00+01:00,,,,,,,,,,14.0,431.09,514.14,5846.97,3.99,1044.9
2024-01-14 23:00:00+01:00,,,,,,,,,,14.0,363.27,502.88,5455.22,3.9,1007.53
2024-01-15 00:00:00+01:00,,,,,,,,,,14.0,379.34,492.96,5154.54,3.7,930.54
2024-01-15 01:00:00+01:00,,,,,,,,,,14.0,280.41,490.75,5142.11,3.7,861.55
2024-01-15 02:00:00+01:00,,,,,,,,,,14.0,270.7,513.5,4597.94,3.74,771.91
2024-01-15 03:00:00+01:00,,,,,,,,,,14.0,265.17,516.17,4446.39,3.71,649.37
2024-01-15 04:00:00+01:00,,,,,,,,,,14.0,290.75,525.18,4613.99,3.88,546.15
2024-01-15 05:00:00+01:00,,,,,,,,,,14.0,449.6,539.79,5739.36,4.04,274.57
2024-01-15 06:00:00+01:00,,,,,,,,,,14.0,496.37,584.07,6833.33,4.18,101.37
2024-01-15 07:00:00+01:00,,,,,,,,,,14.0,499.54,599.83,7351.88,4.21,94.39
2024-01-15 08:00:00+01:00,,,,,,,,,,14.0,498.52,646.52,7348.3,4.15,118.04
2024-01-15 09:00:00+01:00,,,,,,,,,,14.0,500.67,663.15,7534.54,4.23,81.28
2024-01-15 10:00:00+01:00,,,,,,,,,,13.98,500.92,681.72,7624.89,4.31,83.7
2024-01-15 11:00:00+01:00,,,,,,,,,,14.0,501.11,690.93,7695.59,4.31,65.69
2024-01-15 12:00:00+01:00,,,,,,,,,,14.0,493.56,693.02,7372.28,4.34,50.52
2024-01-15 13:00:00+01:00,,,,,,,,,,14.0,492.69,694.03,7109.97,4.4,46.79
2024-01-15 14:00:00+01:00,,,,,,,,,,14.0,494.47,691.31,7453.39,4.22,51.16
2024-01-15 15:00:00+01:00,,,,,,,,,,14.0,498.68,697.33,7521.18,4.27,72.24
2024-01-15 16:00:00+01:00,,,,,,,,,,14.0,497.94,699.85,7470.06,4.32,102.2
2024-01-15 17:00:00+01:00,,,,,,,,,,14.0,500.82,705.91,7556.23,4.26,184.7
2024-01-15 18:00:00+01:00,,,,,,,,,,14.0,501.0,702.32,7751.31,4.25,101.34
2024-01-15 19:00:00+01:00,,,,,,,,,,14.0,500.88,700.88,7696.54,4.3,72.75
2024-01-15 20:00:00+01:00,,,,,,,,,,14.0,500.76,701.57,7785.44,4.31,48.77
2024-01-15 21:00:00+01:00,,,,,,,,,,14.0,499.94,705.31,7484.31,4.24,45.42
2024-01-15 22:00:00+01:00,,,,,,,,,,14.0,499.14,687.05,7006.58,4.19,32.74
2024-01-15 23:00:00+01:00,,,,,,,,,,14.0,499.9,676.43,6949.17,4.2,31.13
2024-01-16 00:00:00+01:00,,,,,,,,,,14.0,493.89,686.7,6966.35,4.18,46.35
2024-01-16 01:00:00+01:00,,,,,,,,,,14.0,494.0,687.85,6991.07,4.09,43.58
2024-01-16 02:00:00+01:00,,,,,,,,,,14.0,493.69,688.16,7108.41,4.08,45.56
2024-01-16 03:00:00+01:00,,,,,,,,,,14.0,492.21,690.28,6846.22,4.12,80.8
2024-01-16 04:00:00+01:00,,,,,,,,,,14.0,494.53,690.17,6741.83,4.12,132.68
2024-01-16 05:00:00+01:00,,,,,,,,,,14.0,484.29,688.69,6923.64,4.23,210.96
2024-01-16 06:00:00+01:00,,,,,,,,,,14.0,493.03,712.22,7243.15,4.19,278.34
2024-01-16 07:00:00+01:00,,,,,,,,,,14.0,499.83,724.09,7616.11,4.2,325.08
2024-01-16 08:00:00+01:00,,,,,,,,,,14.8,498.81,727.71,7645.15,4.13,438.19
2024-01-16 09:00:00+01:00,,,,,,,,,,15.2,497.53,723.45,7618.54,4.22,558.49
2024-01-16 10:00:00+01:00,,,,,,,,,,15.8,497.11,722.44,7439.51,4.21,613.44
2024-01-16 11:00:00+01:00,,,,,,,,,,15.6,498.7,715.32,7705.98,4.22,581.67
2024-01-16 12:00:00+01:00,,,,,,,,,,15.6,499.86,719.05,7826.15,4.25,465.01
2024-01-16 13:00:00+01:00,,,,,,,,,,15.3,500.85,721.61,7782.0,4.21,362.35
2024-01-16 14:00:00+01:00,,,,,,,,,,15.0,500.69,721.5,7786.35,4.28,244.1
2024-01-16 15:00:00+01:00,,,,,,,,,,14.0,500.78,716.22,7831.6,4.27,243.83
2024-01-16 16:00:00+01:00,,,,,,,,,,14.0,500.58,707.83,8055.34,4.26,215.51
2024-01-16 17:00:00+01:00,,,,,,,,,,14.0,498.92,725.32,7811.68,4.29,232.58
2024-01-16 18:00:00+01:00,,,,,,,,,,14.0,497.99,726.47,7779.09,4.48,200.27
2024-01-16 19:00:00+01:00,,,,,,,,,,14.0,494.51,724.6,7717.17,4.33,146.74
2024-01-16 20:00:00+01:00,,,,,,,,,,14.0,500.41,726.24,7530.18,4.25,60.32
2024-01-16 21:00:00+01:00,,,,,,,,,,14.0,500.19,720.31,7293.68,4.23,23.83
2024-01-16 22:00:00+01:00,,,,,,,,,,14.0,492.67,703.86,7066.63,4.25,21.81
2024-01-16 23:00:00+01:00,,,,,,,,,,14.0,452.26,700.69,6664.3,4.16,45.02
2024-01-17 00:00:00+01:00,,,,,,,,,,14.0,364.56,686.82,6410.98,4.2,149.88
2024-01-17 01:00:00+01:00,,,,,,,,,,14.0,335.33,690.03,6220.19,4.18,248.82
2024-01-17 02:00:00+01:00,,,,,,,,,,14.0,335.01,689.03,6183.85,4.28,402.67
2024-01-17 03:00:00+01:00,,,,,,,,,,14.0,330.13,691.85,6107.45,4.27,519.33
2024-01-17 04:00:00+01:00,,,,,,,,,,14.0,328.13,695.68,6032.84,4.22,627.61
2024-01-17 05:00:00+01:00,,,,,,,,,,14.0,331.76,697.61,6016.89,4.11,706.6
2024-01-17 06:00:00+01:00,,,,,,,,,,14.0,420.76,700.21,6636.45,4.18,710.05
2024-01-17 07:00:00+01:00,,,,,,,,,,14.0,494.73,700.62,7539.57,4.23,677.78
2024-01-17 08:00:00+01:00,,,,,,,,,,14.8,495.54,711.89,7681.87,4.23,655.84
2024-01-17 09:00:00+01:00,,,,,,,,,,15.2,496.9,717.53,7846.85,4.3,531.63
2024-01-17 10:00:00+01:00,,,,,,,,,,15.8,496.23,727.35,8119.76,4.32,428.31
2024-01-17 11:00:00+01:00,,,,,,,,,,15.6,495.84,722.2,7654.77,4.33,385.74
2024-01-17 12:00:00+01:00,,,,,,,,,,15.6,494.87,721.19,7448.98,4.33,359.22
2024-01-17 13:00:00+01:00,,,,,,,,,,15.3,495.08,736.12,7551.77,4.32,411.15
2024-01-17 14:00:00+01:00,,,,,,,,,,15.0,493.51,734.19,7604.31,4.3,372.38
2024-01-17 15:00:00+01:00,,,,,,,,,,14.0,495.93,729.24,7402.76,4.34,366.05
2024-01-17 16:00:00+01:00,,,,,,,,,,14.0,495.74,730.04,7448.8,4.37,327.81
2024-01-17 17:00:00+01:00,,,,,,,,,,14.0,495.04,740.14,7371.24,4.37,307.93
2024-01-17 18:00:00+01:00,,,,,,,,,,14.0,495.23,731.29,7760.21,4.37,282.1
2024-01-17 19:00:00+01:00,,,,,,,,,,14.0,494.57,731.59,7729.03,4.37,240.64
2024-01-17 20:00:00+01:00,,,,,,,,,,14.0,495.62,709.48,7734.55,4.37,206.46
2024-01-17 21:00:00+01:00,,,,,,,,,,14.0,495.54,710.49,7615.15,4.38,278.94
2024-01-17 22:00:00+01:00,,,,,,,,,,14.0,494.25,710.65,7340.19,4.36,444.02
2024-01-17 23:00:00+01:00,,,,,,,,,,14.0,484.07,711.24,7026.38,4.41,676.38
2024-01-18 00:00:00+01:00,,,,,,,,,,14.0,482.16,699.69,7249.93,4.34,750.56
2024-01-18 01:00:00+01:00,,,,,,,,,,14.0,474.65,696.94,7097.87,4.29,774.88
2024-01-18 02:00:00+01:00,,,,,,,,,,14.0,430.48,696.96,6952.68,4.29,835.0
2024-01-18 03:00:00+01:00,,,,,,,,,,14.0,425.55,693.99,6939.76,4.24,801.31
2024-01-18 04:00:00+01:00,,,,,,,,,,14.0,496.63,696.03,7191.91,4.25,668.0
2024-01-18 05:00:00+01:00,,,,,,,,,,14.0,486.96,696.77,7208.64,4.22,707.07
2024-01-18 06:00:00+01:00,,,,,,,,,,14.0,498.56,698.18,7456.86,4.25,648.18
2024-01-18 07:00:00+01:00,,,,,,,,,,14.0,498.42,702.87,7789.41,4.15,422.64
2024-01-18 08:00:00+01:00,,,,,,,,,,14.58,497.08,732.83,7555.56,4.14,272.43
2024-01-18 09:00:00+01:00,,,,,,,,,,15.2,498.92,737.79,7611.28,4.19,323.75
2024-01-18 10:00:00+01:00,,,,,,,,,,15.8,498.55,737.9,7930.77,4.16,368.47
2024-01-18 11:00:00+01:00,,,,,,,,,,15.52,497.59,735.53,7628.09,4.23,523.26
2024-01-18 12:00:00+01:00,,,,,,,,,,15.5,498.73,725.71,7402.04,4.26,635.62
2024-01-18 13:00:00+01:00,,,,,,,,,,15.3,497.81,721.38,7599.43,4.2,599.79
2024-01-18 14:00:00+01:00,,,,,,,,,,15.0,498.43,714.2,7658.09,4.22,602.2
2024-01-18 15:00:00+01:00,,,,,,,,,,14.0,498.81,713.62,7815.87,4.25,511.6
2024-01-18 16:00:00+01:00,,,,,,,,,,14.0,498.46,716.85,8008.07,4.24,598.37
2024-01-18 17:00:00+01:00,,,,,,,,,,14.0,498.39,725.09,7757.01,4.33,487.14
2024-01-18 18:00:00+01:00,,,,,,,,,,14.0,498.42,718.66,7774.94,4.44,476.71
2024-01-18 19:00:00+01:00,,,,,,,,,,14.0,496.47,706.59,7773.95,4.65,561.83
2024-01-18 20:00:00+01:00,,,,,,,,,,14.0,496.01,697.62,7750.39,4.77,469.57
2024-01-18 21:00:00+01:00,,,,,,,,,,14.0,496.84,702.5,7520.8,4.3,602.86
2024-01-18 22:00:00+01:00,,,,,,,,,,14.0,473.68,690.18,7238.98,4.23,797.29
2024-01-18 23:00:00+01:00,,,,,,,,,,14.0,386.34,685.95,6511.37,4.18,925.59
2024-01-19 00:00:00+01:00,,,,,,,,,,14.0,398.96,688.59,6108.68,4.15,794.36
2024-01-19 01:00:00+01:00,,,,,,,,,,14.0,351.44,690.94,5956.55,4.15,517.17
2024-01-19 02:00:00+01:00,,,,,,,,,,14.0,349.83,689.01,5805.73,4.07,444.92
2024-01-19 03:00:00+01:00,,,,,,,,,,14.0,316.71,690.27,5439.02,4.87,720.27
2024-01-19 04:00:00+01:00,,,,,,,,,,14.0,327.06,689.73,5583.95,5.18,980.47
2024-01-19 05:00:00+01:00,,,,,,,,,,14.0,439.26,685.64,5816.97,4.18,835.93
2024-01-19 06:00:00+01:00,,,,,,,,,,14.0,487.98,689.73,7137.55,4.26,532.84
2024-01-19 07:00:00+01:00,,,,,,,,,,14.0,486.94,715.74,7406.76,4.33,719.72
2024-01-19 08:00:00+01:00,,,,,,,,,,14.8,489.08,727.11,7208.51,4.22,769.2
2024-01-19 09:00:00+01:00,,,,,,,,,,15.2,491.27,725.84,7244.28,4.29,829.11
2024-01-19 10:00:00+01:00,,,,,,,,,,15.8,492.69,728.3,7538.24,4.34,744.17
2024-01-19 11:00:00+01:00,,,,,,,,,,15.6,492.69,730.16,7559.49,4.33,721.71
2024-01-19 12:00:00+01:00,,,,,,,,,,15.6,492.5,727.57,7999.08,4.41,466.26
2024-01-19 13:00:00+01:00,,,,,,,,,,15.3,489.14,727.11,7513.41,4.36,399.72
2024-01-19 14:00:00+01:00,,,,,,,,,,15.0,491.28,722.83,7459.42,4.37,328.38
2024-01-19 15:00:00+01:00,,,,,,,,,,14.0,493.24,720.63,7644.07,4.38,194.12
2024-01-19 16:00:00+01:00,,,,,,,,,,14.0,492.97,716.16,7840.8,4.5,78.38
2024-01-19 17:00:00+01:00,,,,,,,,,,14.0,497.17,722.17,7971.43,4.47,12.35
2024-01-19 18:00:00+01:00,,,,,,,,,,14.0,497.14,721.59,8004.82,4.4,14.8
2024-01-19 19:00:00+01:00,,,,,,,,,,14.0,493.39,720.52,7556.03,4.4,75.62
2024-01-19 20:00:00+01:00,,,,,,,,,,14.0,497.42,720.76,7584.66,4.37,99.9
2024-01-19 21:00:00+01:00,,,,,,,,,,14.0,497.51,717.84,7707.13,4.34,113.34
2024-01-19 22:00:00+01:00,,,,,,,,,,14.0,464.87,696.22,7416.4,4.36,214.54
2024-01-19 23:00:00+01:00,,,,,,,,,,14.0,420.35,696.29,6781.66,4.28,619.88
2024-01-20 00:00:00+01:00,,,,,,,,,,14.0,448.1,691.66,6146.91,4.17,797.28
2024-01-20 01:00:00+01:00,,,,,,,,,,14.0,445.64,688.04,5946.21,3.98,523.82
2024-01-20 02:00:00+01:00,,,,,,,,,,14.0,440.93,685.27,6157.87,3.91,301.7
2024-01-20 03:00:00+01:00,,,,,,,,,,14.0,448.55,685.0,5636.15,3.89,172.46
2024-01-20 04:00:00+01:00,,,,,,,,,,14.0,447.61,685.48,5627.35,3.95,80.24
2024-01-20 05:00:00+01:00,,,,,,,,,,14.0,449.65,693.13,5550.16,4.74,8.34
2024-01-20 06:00:00+01:00,,,,,,,,,,14.0,455.2,692.24,5761.34,6.45,28.44
2024-01-20 07:00:00+01:00,,,,,,,,,,14.0,481.31,705.55,6521.72,6.1,125.44
2024-01-20 08:00:00+01:00,,,,,,,,,,14.0,493.87,714.67,7650.69,5.16,286.18
2024-01-20 09:00:00+01:00,,,,,,,,,,14.0,492.28,714.08,7640.9,4.45,535.72
2024-01-20 10:00:00+01:00,,,,,,,,,,14.0,490.92,713.34,7554.69,4.32,761.53
2024-01-20 11:00:00+01:00,,,,,,,,,,14.0,479.98,713.09,7323.55,4.19,895.29
2024-01-20 12:00:00+01:00,,,,,,,,,,14.0,430.91,706.24,7115.22,4.26,961.52
2024-01-20 13:00:00+01:00,,,,,,,,,,14.0,487.82,704.13,7218.95,4.29,947.02
2024-01-20 14:00:00+01:00,,,,,,,,,,14.0,497.61,706.89,7578.79,4.33,871.68
2024-01-20 15:00:00+01:00,,,,,,,,,,14.0,495.94,708.65,7803.24,4.38,742.32
2024-01-20 16:00:00+01:00,,,,,,,,,,14.0,496.41,712.49,8107.18,4.37,608.62
2024-01-20 17:00:00+01:00,,,,,,,,,,14.0,494.42,720.36,8138.67,4.59,476.74
2024-01-20 18:00:00+01:00,,,,,,,,,,14.0,492.75,719.89,8085.92,5.09,439.41
2024-01-20 19:00:00+01:00,,,,,,,,,,14.0,489.83,711.63,7901.8,4.38,415.12
2024-01-20 20:00:00+01:00,,,,,,,,,,14.0,496.11,693.71,7822.85,4.25,470.24
2024-01-20 21:00:00+01:00,,,,,,,,,,14.0,495.44,678.75,7670.75,4.5,563.17
2024-01-20 22:00:00+01:00,,,,,,,,,,14.0,493.83,661.62,6971.44,4.59,713.31
2024-01-20 23:00:00+01:00,,,,,,,,,,14.0,466.84,653.55,6048.97,4.11,878.27
2024-01-21 00:00:00+01:00,,,,,,,,,,14.0,461.88,647.71,4921.83,3.8,1058.26
2024-01-21 01:00:00+01:00,,,,,,,,,,14.0,365.29,642.24,4062.88,3.78,1100.39
2024-01-21 02:00:00+01:00,,,,,,,,,,14.0,113.47,600.55,3547.31,3.74,1074.96
2024-01-21 03:00:00+01:00,,,,,,,,,,14.0,12.97,595.91,2999.96,4.06,1153.94
2024-01-21 04:00:00+01:00,,,,,,,,,,14.0,0.74,585.28,2502.84,4.2,1228.43
2024-01-21 05:00:00+01:00,,,,,,,,,,14.0,0.74,587.28,2361.92,4.12,1241.39
2024-01-21 06:00:00+01:00,,,,,,,,,,14.0,0.75,565.94,2626.04,4.84,1247.24
2024-01-21 07:00:00+01:00,,,,,,,,,,14.0,0.75,547.52,2738.14,4.91,1266.73
2024-01-21 08:00:00+01:00,,,,,,,,,,13.96,0.75,537.53,3116.73,5.07,1264.87
2024-01-21 09:00:00+01:00,,,,,,,,,,14.0,70.13,528.59,3615.82,4.77,1238.93
2024-01-21 10:00:00+01:00,,,,,,,,,,14.0,151.91,540.38,3765.25,4.71,1209.79
2024-01-21 11:00:00+01:00,,,,,,,,,,14.0,152.89,541.92,4105.38,4.46,899.73
2024-01-21 12:00:00+01:00,,,,,,,,,,14.0,151.89,548.56,4120.55,4.94,555.88
2024-01-21 13:00:00+01:00,,,,,,,,,,14.0,143.9,555.34,3868.43,5.42,595.97
2024-01-21 14:00:00+01:00,,,,,,,,,,14.0,145.43,536.08,3917.21,5.23,716.67
2024-01-21 15:00:00+01:00,,,,,,,,,,14.0,182.55,532.11,4320.0,3.69,650.34
2024-01-21 16:00:00+01:00,,,,,,,,,,14.0,278.84,534.85,4445.44,3.61,699.81
2024-01-21 17:00:00+01:00,,,,,,,,,,14.0,278.63,538.67,4728.85,3.54,880.43
2024-01-21 18:00:00+01:00,,,,,,,,,,14.0,306.14,545.21,5300.37,3.56,1008.62
2024-01-21 19:00:00+01:00,,,,,,,,,,14.0,275.03,546.22,4767.02,3.37,1194.12
2024-01-21 20:00:00+01:00,,,,,,,,,,14.0,162.95,546.99,4073.72,3.37,1276.67
2024-01-21 21:00:00+01:00,,,,,,,,,,14.0,109.29,543.39,3623.54,3.37,1306.0
2024-01-21 22:00:00+01:00,,,,,,,,,,14.0,0.77,521.0,3432.1,3.39,1292.19
2024-01-21 23:00:00+01:00,,,,,,,,,,14.0,0.77,520.99,3190.89,3.41,1255.4
2024-01-22 00:00:00+01:00,,,,,,,,,,14.0,0.77,523.45,2669.34,3.48,1227.0
2024-01-22 01:00:00+01:00,,,,,,,,,,14.0,0.77,530.54,2517.78,3.49,1184.03
2024-01-22 02:00:00+01:00,,,,,,,,,,14.0,0.77,537.03,2367.75,3.48,1124.91
2024-01-22 03:00:00+01:00,,,,,,,,,,14.0,0.77,552.85,1790.09,3.48,1103.64
2024-01-22 04:00:00+01:00,,,,,,,,,,14.0,0.76,556.09,1481.45,3.48,1131.15
2024-01-22 05:00:00+01:00,,,,,,,,,,14.0,0.75,572.12,1682.79,3.49,959.86
2024-01-22 06:00:00+01:00,,,,,,,,,,14.0,0.77,581.37,2385.14,3.59,1035.6
2024-01-22 07:00:00+01:00,,,,,,,,,,13.58,272.81,605.61,4063.88,3.45,1188.77
2024-01-22 08:00:00+01:00,,,,,,,,,,13.76,351.06,630.48,4876.14,3.25,1202.24
2024-01-22 09:00:00+01:00,,,,,,,,,,13.97,296.5,645.47,4348.96,3.32,1119.11
2024-01-22 10:00:00+01:00,,,,,,,,,,14.0,353.1,678.17,4913.09,3.33,1016.64
2024-01-22 11:00:00+01:00,,,,,,,,,,14.0,333.65,706.35,4244.88,3.19,1006.37
2024-01-22 12:00:00+01:00,,,,,,,,,,14.0,68.62,727.77,3816.86,2.98,1112.28
2024-01-22 13:00:00+01:00,,,,,,,,,,14.0,166.98,731.69,3450.73,3.05,1205.86
2024-01-22 14:00:00+01:00,,,,,,,,,,14.0,277.23,733.26,3786.02,3.11,1264.27
2024-01-22 15:00:00+01:00,,,,,,,,,,14.0,335.28,735.47,4348.11,3.12,1297.23
2024-01-22 16:00:00+01:00,,,,,,,,,,14.0,341.3,733.56,5036.94,3.13,1317.19
2024-01-22 17:00:00+01:00,,,,,,,,,,14.0,351.1,759.15,5178.98,3.22,1328.28
2024-01-22 18:00:00+01:00,,,,,,,,,,14.0,345.91,777.42,5134.08,3.22,1350.52
2024-01-22 19:00:00+01:00,,,,,,,,,,14.0,318.32,771.09,4666.0,3.2,1336.5
2024-01-22 20:00:00+01:00,,,,,,,,,,14.0,272.91,773.03,4111.01,3.19,1332.88
2024-01-22 21:00:00+01:00,,,,,,,,,,14.0,180.6,775.17,3494.18,3.22,1335.73
2024-01-22 22:00:00+01:00,,,,,,,,,,14.0,157.17,778.23,3197.72,3.22,1311.8
2024-01-22 23:00:00+01:00,,,,,,,,,,14.0,1.45,773.31,2217.97,3.15,1318.69
2024-01-23 00:00:00+01:00,,,,,,,,,,14.0,0.77,782.89,1777.31,3.12,1288.07
2024-01-23 01:00:00+01:00,,,,,,,,,,14.0,0.77,773.05,1640.23,3.12,1283.49
2024-01-23 02:00:00+01:00,,,,,,,,,,14.0,0.77,764.7,1636.88,3.1,1250.32
2024-01-23 03:00:00+01:00,,,,,,,,,,14.0,0.77,764.32,1387.68,3.08,1198.13
2024-01-23 04:00:00+01:00,,,,,,,,,,14.0,0.77,763.05,1534.71,3.05,1262.21
2024-01-23 05:00:00+01:00,,,,,,,,,,14.0,0.87,761.0,2762.74,3.06,1250.51
2024-01-23 06:00:00+01:00,,,,,,,,,,13.66,210.6,760.04,4154.73,3.07,1181.75
