,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
2024-01-12 17:00:00+01:00,96.5,25.5,572.1,63.9,51.8,344.9,,801.9,197.3,2454.5,185.4,55.6,10.2,0.4
2024-01-12 18:00:00+01:00,97.8,24.2,570.4,63.9,51.4,335.8,,803.2,208.3,2455.1,184.7,53.8,1.3,0.5
2024-01-12 19:00:00+01:00,98.6,24.3,571.3,64.3,51.4,234.1,,801.0,206.5,2454.7,180.6,62.4,0.1,0.5
2024-01-12 20:00:00+01:00,98.9,24.5,564.5,64.3,51.5,135.6,,804.4,190.7,2452.1,180.5,53.7,5.4,0.4
2024-01-12 21:00:00+01:00,97.5,25.1,552.8,64.2,51.0,11.0,,780.5,57.0,2453.4,181.3,57.7,3.2,0.4
2024-01-12 22:00:00+01:00,95.4,23.2,539.4,58.0,51.1,10.1,,700.9,50.3,2452.7,179.2,55.5,0.1,0.4
2024-01-12 23:00:00+01:00,96.8,21.9,455.4,49.0,50.6,11.1,,677.9,37.0,2452.6,175.8,54.2,0.0,0.3
2024-01-13 00:00:00+01:00,99.2,22.5,265.3,50.2,51.6,0.9,,700.2,16.3,2452.7,182.7,54.5,0.3,0.4
2024-01-13 01:00:00+01:00,101.4,21.8,143.6,50.7,51.8,0.0,,686.8,15.8,2452.7,180.4,54.7,0.2,0.4
2024-01-13 02:00:00+01:00,102.8,21.9,144.0,50.8,51.6,,4.0,634.1,15.7,2453.8,181.6,54.4,8.4,0.5
2024-01-13 03:00:00+01:00,102.4,21.8,144.7,50.7,51.4,,301.9,629.0,14.6,2454.5,182.7,54.8,2.1,0.5
2024-01-13 04:00:00+01:00,101.1,22.5,148.6,50.8,51.5,,307.1,627.4,14.4,2454.1,183.4,54.6,0.0,0.3
2024-01-13 05:00:00+01:00,104.1,22.6,147.8,50.6,52.0,,303.3,627.9,18.7,2454.9,180.9,53.5,0.9,0.6
2024-01-13 06:00:00+01:00,103.9,23.1,148.9,50.8,52.0,26.2,,699.2,56.1,2455.3,184.1,52.4,1.6,0.9
2024-01-13 07:00:00+01:00,104.4,22.7,149.0,50.7,52.0,66.9,,777.0,110.6,2453.0,181.8,53.5,3.3,1.1
2024-01-13 08:00:00+01:00,106.4,24.5,151.6,51.2,52.2,160.4,,803.2,112.7,2452.7,183.5,54.2,50.7,1.0
2024-01-13 09:00:00+01:00,109.6,25.6,158.1,54.4,52.0,170.4,,824.9,122.6,2452.9,186.0,54.9,54.1,0.9
2024-01-13 10:00:00+01:00,105.9,25.6,157.3,54.4,52.0,85.0,,821.6,128.2,2453.4,187.3,58.1,103.7,0.7
2024-01-13 11:00:00+01:00,107.2,25.1,154.1,52.6,51.7,14.4,,820.0,56.4,2452.7,189.1,54.4,124.6,0.6
2024-01-13 12:00:00+01:00,108.7,24.3,154.2,53.6,51.3,21.3,,743.5,56.9,2452.7,187.1,53.7,145.1,0.5
2024-01-13 13:00:00+01:00,106.9,23.4,147.3,51.7,50.5,18.5,,741.4,55.8,2451.7,176.4,54.7,123.6,0.5
2024-01-13 14:00:00+01:00,106.6,24.0,149.4,52.3,50.5,9.6,,714.1,49.0,2451.6,174.6,54.5,74.6,0.4
2024-01-13 15:00:00+01:00,109.3,23.4,147.8,52.3,50.8,13.7,,778.0,58.5,2453.6,181.6,55.2,19.0,0.3
2024-01-13 16:00:00+01:00,105.2,22.6,148.2,50.5,51.0,337.0,,780.7,123.5,2453.9,177.6,54.7,0.7,0.3
2024-01-13 17:00:00+01:00,106.1,22.3,146.9,50.7,51.5,374.9,,777.5,157.6,2452.8,177.3,55.2,0.0,0.3
2024-01-13 18:00:00+01:00,105.4,23.2,149.0,51.5,51.7,217.0,,780.7,173.1,2451.9,176.7,54.4,0.1,0.3
2024-01-13 19:00:00+01:00,103.4,22.6,146.3,51.0,52.0,115.4,,784.8,168.9,2452.7,177.9,53.6,0.1,0.3
2024-01-13 20:00:00+01:00,102.8,23.5,154.7,53.2,52.2,81.1,,775.6,127.0,2453.4,179.3,54.7,1.6,0.2
2024-01-13 21:00:00+01:00,96.5,23.3,149.7,52.1,52.5,12.0,,700.7,57.7,2454.8,180.6,55.0,1.7,0.4
2024-01-13 22:00:00+01:00,93.9,20.5,149.7,52.9,52.2,10.6,,646.5,49.0,2455.0,181.3,55.0,0.1,0.5
2024-01-13 23:00:00+01:00,90.7,19.5,140.5,50.7,51.5,5.4,,627.4,33.1,2455.1,174.0,54.8,0.0,0.5
2024-01-14 00:00:00+01:00,90.3,19.5,145.5,52.4,51.4,24.6,,635.9,44.6,2454.7,179.4,55.3,0.1,0.9
2024-01-14 01:00:00+01:00,90.9,19.4,142.6,51.2,51.8,,296.0,609.3,22.4,2454.5,178.6,56.6,0.1,0.9
2024-01-14 02:00:00+01:00,90.7,19.5,142.0,51.3,51.7,,300.9,604.6,20.9,2454.2,178.4,53.9,0.1,0.8
2024-01-14 03:00:00+01:00,89.9,19.5,142.2,51.0,51.7,,300.8,604.6,20.6,2453.8,180.1,55.1,0.1,0.7
2024-01-14 04:00:00+01:00,90.1,22.3,154.6,51.2,51.7,,301.4,606.8,19.5,2452.8,180.9,54.7,0.1,0.6
2024-01-14 05:00:00+01:00,89.0,22.3,145.1,50.5,52.0,,298.6,608.3,17.8,2455.1,181.9,53.7,7.1,0.4
2024-01-14 06:00:00+01:00,95.4,21.7,140.2,50.4,51.9,,1.2,612.4,24.3,2457.7,172.0,54.0,12.1,0.4
2024-01-14 07:00:00+01:00,102.6,22.3,145.1,50.6,51.9,65.3,,679.4,92.6,2454.9,175.2,53.3,15.2,0.5
2024-01-14 08:00:00+01:00,98.7,22.4,148.0,50.5,51.5,72.2,,722.8,117.9,2454.1,171.9,54.0,17.2,0.5
2024-01-14 09:00:00+01:00,97.7,22.3,148.5,50.3,51.1,80.5,,736.7,128.1,2453.4,173.3,53.8,58.0,0.4
2024-01-14 10:00:00+01:00,97.9,22.3,146.6,50.5,51.1,56.5,,721.0,102.1,2453.1,172.8,53.4,72.5,0.4
2024-01-14 11:00:00+01:00,99.4,22.6,150.5,50.6,51.1,50.0,,715.2,92.9,2453.0,173.4,55.0,89.7,0.4
2024-01-14 12:00:00+01:00,99.5,22.8,150.1,52.9,51.1,27.0,,696.0,65.5,2453.3,170.4,54.4,92.3,0.4
2024-01-14 13:00:00+01:00,100.3,22.6,150.6,52.1,50.9,12.2,,689.9,50.5,2452.7,170.0,54.6,80.2,0.5
2024-01-14 14:00:00+01:00,99.7,24.5,145.1,51.4,50.7,7.9,,684.5,44.5,2451.2,173.0,57.6,43.3,0.4
2024-01-14 15:00:00+01:00,101.6,24.7,144.3,51.7,50.6,8.0,,750.7,48.3,2452.6,172.7,53.8,12.0,0.4
2024-01-14 16:00:00+01:00,104.3,24.8,142.3,51.8,51.1,67.9,,750.3,114.2,2450.9,175.4,53.7,5.7,0.4
2024-01-14 17:00:00+01:00,101.9,24.7,147.4,51.3,51.3,270.7,,753.0,141.0,2450.8,177.8,57.3,1.9,0.5
2024-01-14 18:00:00+01:00,102.1,24.6,147.9,50.4,51.3,396.2,,755.2,178.9,2451.0,175.6,53.8,0.0,0.3
2024-01-14 19:00:00+01:00,103.2,24.6,147.6,50.9,51.3,259.9,,766.5,121.0,2449.7,176.6,56.6,0.2,0.3
2024-01-14 20:00:00+01:00,100.4,24.8,149.4,52.2,51.3,76.9,,767.9,121.3,2448.8,180.3,61.7,0.4,0.3
2024-01-14 21:00:00+01:00,102.3,24.5,143.7,50.4,51.1,33.4,,751.8,73.9,2450.9,178.7,53.9,0.0,0.3
2024-01-14 22:00:00+01:00,102.2,21.6,143.2,51.1,51.0,5.9,,672.1,42.2,2451.8,179.1,62.2,13.6,0.3
2024-01-14 23:00:00+01:00,101.6,21.4,144.8,48.4,50.7,8.3,,634.2,32.6,2452.5,178.6,81.5,38.9,0.3
2024-01-15 00:00:00+01:00,102.0,20.0,143.6,52.5,51.1,,93.4,616.5,27.8,2451.6,180.9,54.4,0.0,0.4
2024-01-15 01:00:00+01:00,102.1,19.7,138.2,50.7,51.1,,296.7,590.2,24.3,2451.7,176.2,54.0,0.5,0.4
2024-01-15 02:00:00+01:00,102.9,19.7,136.6,50.5,51.0,,301.7,552.7,19.1,2452.9,175.7,64.1,4.2,0.3
2024-01-15 03:00:00+01:00,96.4,19.7,140.5,50.7,51.1,,302.0,541.9,18.0,2452.7,179.9,53.3,37.8,0.3
2024-01-15 04:00:00+01:00,100.3,22.6,147.2,51.2,51.0,,299.1,561.6,20.6,2450.7,158.8,51.1,58.7,0.5
2024-01-15 05:00:00+01:00,101.1,23.0,155.3,54.5,51.4,,276.6,618.0,25.0,2452.7,155.9,52.9,38.4,0.9
2024-01-15 06:00:00+01:00,101.9,23.3,233.5,57.3,52.6,16.3,,665.6,39.8,2451.9,156.8,54.2,0.1,1.1
2024-01-15 07:00:00+01:00,102.3,25.4,411.3,51.7,53.1,72.3,,708.3,110.5,2451.3,155.5,52.9,0.3,0.9
2024-01-15 08:00:00+01:00,103.6,25.5,551.9,57.0,53.3,146.0,,683.2,99.6,2452.4,156.4,53.3,32.3,0.9
2024-01-15 09:00:00+01:00,104.4,1.5,552.5,77.8,53.0,102.7,,669.8,66.7,2409.9,157.1,56.6,91.7,0.8
2024-01-15 10:00:00+01:00,102.7,0.2,552.3,95.2,52.8,43.4,,691.0,65.4,2364.5,157.3,55.5,117.0,0.7
2024-01-15 11:00:00+01:00,107.6,19.8,552.3,99.8,53.0,10.3,,707.1,48.7,2418.6,157.5,56.6,159.9,0.6
2024-01-15 12:00:00+01:00,106.1,23.6,550.4,112.5,53.2,9.5,,684.1,42.6,2431.5,156.7,56.2,200.9,0.8
2024-01-15 13:00:00+01:00,105.7,23.4,547.9,112.3,53.0,6.6,,661.1,39.3,2440.7,155.8,54.6,174.9,1.0
2024-01-15 14:00:00+01:00,104.2,23.3,544.2,72.6,53.4,16.4,,697.0,49.5,2447.7,153.7,55.9,105.8,0.9
2024-01-15 15:00:00+01:00,105.6,25.4,480.4,70.7,52.8,29.1,,703.6,69.8,2445.8,156.6,55.0,24.0,0.8
2024-01-15 16:00:00+01:00,104.6,25.8,495.2,76.6,52.6,219.9,,736.8,85.1,2445.9,157.7,55.8,3.3,1.0
2024-01-15 17:00:00+01:00,104.8,25.8,499.1,76.6,52.7,474.1,,731.7,146.0,2446.3,159.5,55.8,1.7,0.9
2024-01-15 18:00:00+01:00,106.0,26.7,500.3,94.0,52.5,452.9,,727.6,135.5,2447.8,158.5,56.3,0.1,0.9
2024-01-15 19:00:00+01:00,105.3,26.7,500.2,126.3,52.2,417.3,,726.8,119.2,2448.0,155.6,55.7,0.0,0.7
2024-01-15 20:00:00+01:00,106.8,26.3,498.2,126.0,52.0,233.6,,714.1,97.9,2445.3,154.4,55.7,0.1,0.6
2024-01-15 21:00:00+01:00,104.3,24.8,348.3,130.7,52.0,10.2,,712.8,50.6,2447.1,151.8,55.4,0.1,0.8
2024-01-15 22:00:00+01:00,106.1,22.0,141.7,113.3,52.2,4.4,,687.3,44.5,2448.5,152.4,54.5,0.1,1.0
2024-01-15 23:00:00+01:00,105.7,21.7,140.4,110.1,52.1,5.2,,631.0,21.3,2450.7,150.2,54.5,0.1,1.1
2024-01-16 00:00:00+01:00,108.0,19.9,133.8,113.5,51.9,,2.5,543.3,23.5,2451.7,150.3,55.3,0.0,1.3
2024-01-16 01:00:00+01:00,109.8,20.2,135.2,113.6,51.9,,302.1,538.4,2.3,2450.5,148.5,55.4,0.0,1.5
2024-01-16 02:00:00+01:00,110.3,20.2,136.8,113.7,52.0,,407.6,539.6,2.2,2451.7,152.9,55.2,0.0,1.7
2024-01-16 03:00:00+01:00,110.7,20.3,141.7,113.7,51.8,,407.2,537.9,2.2,2451.3,156.4,55.4,0.0,1.7
2024-01-16 04:00:00+01:00,110.7,22.6,143.3,114.3,52.5,,399.6,546.1,2.7,2448.2,160.1,55.2,0.0,1.7
2024-01-16 05:00:00+01:00,104.3,22.7,217.2,114.5,52.8,,6.1,587.7,29.3,2447.2,161.0,54.9,0.1,1.7
2024-01-16 06:00:00+01:00,104.8,22.8,461.5,117.2,53.4,35.1,,654.2,61.0,2446.4,161.2,75.7,0.1,1.6
2024-01-16 07:00:00+01:00,109.3,25.3,547.8,133.3,53.3,83.7,,654.2,112.3,2446.3,158.4,77.5,2.0,1.3
2024-01-16 08:00:00+01:00,109.9,25.3,546.1,132.7,53.3,338.1,,662.9,106.9,2448.5,156.7,75.2,33.5,1.2
2024-01-16 09:00:00+01:00,109.5,25.5,545.8,133.7,52.9,107.7,,661.5,57.0,2407.6,162.5,66.9,92.1,1.0
2024-01-16 10:00:00+01:00,107.1,25.2,533.9,133.9,52.7,46.0,,660.3,78.7,2369.0,153.6,53.8,155.7,0.8
2024-01-16 11:00:00+01:00,108.2,25.3,510.8,128.7,52.3,38.3,,657.9,75.8,2425.0,155.7,53.0,180.1,1.3
2024-01-16 12:00:00+01:00,107.9,23.2,516.0,104.8,52.3,43.3,,650.9,77.2,2447.0,157.4,53.6,161.3,1.5
2024-01-16 13:00:00+01:00,105.1,23.1,524.8,104.1,52.7,57.2,,669.4,91.3,2449.5,159.8,54.2,129.2,1.0
2024-01-16 14:00:00+01:00,103.4,24.4,554.3,79.0,52.9,89.5,,627.9,128.8,2451.5,166.8,55.1,61.0,0.7
2024-01-16 15:00:00+01:00,103.4,22.9,510.9,55.6,52.7,115.8,,641.9,160.4,2450.8,180.6,54.8,14.1,0.5
2024-01-16 16:00:00+01:00,103.4,23.3,566.6,55.5,52.5,384.5,,659.4,166.6,2451.8,190.5,55.9,10.5,0.3
2024-01-16 17:00:00+01:00,103.2,22.9,558.7,54.5,52.5,582.1,,686.1,205.0,2449.9,186.4,56.3,10.1,0.1
2024-01-16 18:00:00+01:00,105.1,22.1,546.4,54.6,52.5,405.3,,680.9,154.9,2450.0,176.4,55.0,0.9,0.0
2024-01-16 19:00:00+01:00,103.4,24.0,549.9,54.6,52.1,325.2,,683.9,167.5,2450.7,180.5,55.4,0.1,0.0
2024-01-16 20:00:00+01:00,104.2,24.1,527.0,56.0,52.2,107.4,,671.5,70.3,2449.9,183.6,55.6,0.1,0.0
2024-01-16 21:00:00+01:00,106.5,21.6,526.6,54.9,52.1,7.2,,632.6,45.6,2451.9,181.8,55.8,0.1,0.1
2024-01-16 22:00:00+01:00,106.9,19.3,540.6,54.3,52.6,0.0,,557.7,30.6,2454.4,179.5,55.8,0.1,0.4
2024-01-16 23:00:00+01:00,106.5,20.0,532.7,48.6,53.1,,4.7,532.4,22.3,2453.1,181.0,55.4,0.1,0.6
2024-01-17 00:00:00+01:00,96.5,21.8,405.0,54.7,53.3,,304.2,503.8,0.4,2451.0,186.2,56.3,0.1,0.9
2024-01-17 01:00:00+01:00,95.9,21.8,399.3,54.2,53.3,,447.8,495.0,0.0,2452.3,181.2,56.3,0.1,1.2
2024-01-17 02:00:00+01:00,96.7,21.7,399.6,54.1,53.4,,526.7,498.8,0.0,2453.8,181.0,56.4,0.1,1.0
2024-01-17 03:00:00+01:00,96.3,21.9,403.5,54.2,53.5,,495.3,504.0,0.0,2452.7,181.9,55.9,0.1,1.5
2024-01-17 04:00:00+01:00,95.6,22.3,409.0,55.0,54.0,,490.2,505.1,0.3,2449.0,190.4,54.5,0.1,2.2
2024-01-17 05:00:00+01:00,94.0,22.9,445.1,56.3,54.0,,16.4,505.8,22.2,2450.6,188.6,54.6,0.1,2.4
2024-01-17 06:00:00+01:00,94.9,23.1,535.7,56.9,53.8,27.3,,524.9,60.7,2451.2,193.7,55.2,0.1,2.3
2024-01-17 07:00:00+01:00,96.0,25.5,555.7,55.1,53.7,63.6,,598.2,97.2,2451.5,191.1,55.3,1.7,2.2
2024-01-17 08:00:00+01:00,100.3,23.5,550.4,54.3,54.0,95.2,,599.8,128.3,2451.6,184.7,55.1,25.8,2.4
2024-01-17 09:00:00+01:00,105.1,25.1,562.7,54.9,53.5,103.3,,592.1,136.9,2450.2,187.2,54.1,43.1,2.4
2024-01-17 10:00:00+01:00,103.2,25.5,549.2,55.6,53.7,30.1,,549.0,63.8,2449.0,185.8,53.5,35.5,2.3
2024-01-17 11:00:00+01:00,103.5,26.4,565.5,52.7,53.1,21.3,,552.9,55.4,2451.8,198.5,54.7,25.4,2.3
2024-01-17 12:00:00+01:00,101.5,23.4,491.3,54.6,51.4,15.0,,544.7,48.0,2451.1,186.8,54.7,34.8,2.5
2024-01-17 13:00:00+01:00,108.5,23.2,488.9,54.8,51.5,0.0,,558.3,32.9,2451.4,185.1,55.8,24.9,2.5
2024-01-17 14:00:00+01:00,108.5,23.0,492.1,55.1,51.5,0.0,,628.4,33.1,2449.3,186.9,56.3,8.1,2.3
2024-01-17 15:00:00+01:00,107.5,22.0,552.5,54.4,50.6,37.1,,660.2,70.9,2448.7,185.1,56.3,2.4,1.8
2024-01-17 16:00:00+01:00,107.5,22.1,553.4,54.3,50.1,335.1,,675.8,103.7,2448.3,182.2,56.3,1.4,1.8
2024-01-17 17:00:00+01:00,106.9,21.9,554.1,54.4,50.4,513.5,,671.1,186.5,2447.8,181.2,56.9,1.3,2.3
2024-01-17 18:00:00+01:00,110.2,21.8,557.9,54.5,50.4,518.1,,659.2,189.1,2446.9,182.2,57.3,0.2,2.4
2024-01-17 19:00:00+01:00,110.4,22.2,551.8,57.1,50.3,284.3,,657.5,125.3,2444.8,191.3,58.2,0.1,2.4
2024-01-17 20:00:00+01:00,107.9,22.1,521.3,62.2,50.0,37.4,,665.4,76.4,2444.1,190.7,58.2,0.1,2.3
2024-01-17 21:00:00+01:00,110.2,22.0,515.4,53.5,49.9,20.6,,594.3,59.6,2444.0,179.9,57.2,0.1,2.2
2024-01-17 22:00:00+01:00,112.7,21.9,470.4,54.3,49.8,5.8,,513.7,38.9,2444.9,175.9,56.7,0.1,2.4
2024-01-17 23:00:00+01:00,111.2,21.9,425.9,47.6,49.6,7.9,,501.8,24.0,2446.6,176.0,57.0,0.1,2.5
2024-01-18 00:00:00+01:00,111.0,18.8,425.0,53.6,49.8,,3.5,487.8,0.1,2448.4,168.9,56.8,0.1,2.3
2024-01-18 01:00:00+01:00,112.0,18.6,425.4,53.4,49.7,,305.0,487.0,0.0,2448.0,168.4,56.8,0.1,2.2
2024-01-18 02:00:00+01:00,110.5,18.7,427.9,53.5,49.5,,411.7,494.6,0.0,2446.0,172.1,57.0,0.1,1.4
2024-01-18 03:00:00+01:00,111.5,18.7,428.7,53.1,49.4,,411.0,494.2,0.0,2444.8,172.3,56.8,0.1,1.1
2024-01-18 04:00:00+01:00,111.2,19.9,428.9,53.8,49.5,,406.3,489.3,0.3,2443.4,175.4,56.3,0.1,0.6
2024-01-18 05:00:00+01:00,110.7,20.9,451.3,54.6,50.0,,15.6,501.0,34.1,2443.6,180.6,56.6,0.1,0.2
2024-01-18 06:00:00+01:00,110.6,20.9,490.3,54.7,50.6,0.0,,555.2,33.5,2445.1,175.7,56.3,0.1,0.1
2024-01-18 07:00:00+01:00,112.3,21.9,540.0,54.2,50.0,5.2,,655.0,33.3,2445.7,169.9,55.3,0.1,0.2
2024-01-18 08:00:00+01:00,110.9,22.0,534.6,54.8,50.6,441.5,,659.2,94.3,2445.6,168.8,55.0,1.1,0.4
2024-01-18 09:00:00+01:00,111.4,21.2,534.6,54.6,51.2,432.0,,662.3,95.0,2447.6,166.5,56.1,6.4,0.4
2024-01-18 10:00:00+01:00,110.4,4.8,525.3,54.3,51.2,41.1,,661.3,60.2,2448.1,174.9,55.5,14.9,0.3
2024-01-18 11:00:00+01:00,111.0,0.0,490.4,48.4,51.3,0.1,,625.2,33.7,2447.6,184.6,56.2,31.4,0.1
2024-01-18 12:00:00+01:00,111.4,0.0,482.6,54.0,51.0,,2.9,570.2,32.4,2447.7,179.0,54.9,36.5,0.1
2024-01-18 13:00:00+01:00,112.0,0.0,491.1,54.5,51.1,,0.1,577.0,33.0,2445.9,179.8,56.9,31.3,0.1
2024-01-18 14:00:00+01:00,110.1,1.5,496.1,54.7,51.2,0.0,,613.4,33.4,2445.0,178.8,56.8,19.6,0.1
2024-01-18 15:00:00+01:00,108.4,13.5,496.9,54.8,51.6,,2.1,668.6,33.9,2443.2,175.0,57.8,7.5,0.2
2024-01-18 16:00:00+01:00,107.7,22.8,540.0,54.3,51.2,45.8,,708.1,83.4,2444.5,165.6,57.3,1.6,0.2
2024-01-18 17:00:00+01:00,109.5,22.8,542.4,54.7,51.0,190.1,,708.7,155.5,2445.1,164.1,56.6,1.4,0.3
2024-01-18 18:00:00+01:00,108.0,22.7,541.2,54.6,51.0,172.7,,713.4,136.3,2444.8,165.0,55.8,0.2,0.6
2024-01-18 19:00:00+01:00,109.1,22.8,536.1,54.2,51.2,55.6,,711.1,105.5,2442.8,170.2,57.0,0.1,1.2
2024-01-18 20:00:00+01:00,110.3,22.9,486.4,54.0,51.4,0.5,,705.6,49.7,2442.0,169.4,56.6,0.1,0.9
2024-01-18 21:00:00+01:00,109.7,22.9,477.5,53.7,50.8,0.0,,611.0,30.7,2442.5,168.5,57.1,0.1,0.4
2024-01-18 22:00:00+01:00,109.7,19.9,478.5,53.7,50.2,0.0,,566.1,21.4,2443.1,165.4,56.8,0.1,1.2
2024-01-18 23:00:00+01:00,110.2,19.6,348.1,46.7,51.4,0.0,,519.8,0.1,2443.6,163.4,57.2,0.1,1.8
2024-01-19 00:00:00+01:00,112.6,20.2,131.9,51.7,52.2,,4.4,494.5,0.0,2444.5,158.2,56.1,0.1,1.8
2024-01-19 01:00:00+01:00,111.9,20.6,137.7,52.3,51.5,,304.0,508.0,0.0,2446.1,163.3,55.7,0.1,1.6
2024-01-19 02:00:00+01:00,111.5,20.7,136.5,52.5,51.4,,307.8,502.4,0.0,2449.5,163.1,56.7,0.1,1.5
2024-01-19 03:00:00+01:00,111.0,20.7,138.4,52.1,51.2,,410.0,515.9,0.0,2451.2,166.3,56.9,0.1,1.4
2024-01-19 04:00:00+01:00,112.4,23.0,141.0,52.1,51.3,,405.6,516.7,0.4,2449.8,168.3,56.3,0.1,1.4
2024-01-19 05:00:00+01:00,112.1,23.0,140.8,52.8,52.1,,15.4,525.1,25.5,2448.8,170.1,56.2,0.1,1.4
2024-01-19 06:00:00+01:00,112.7,24.8,275.7,53.0,53.0,0.0,,579.7,30.5,2450.0,169.4,55.9,0.2,1.1
2024-01-19 07:00:00+01:00,112.5,25.0,440.0,53.2,52.6,51.2,,706.5,73.5,2451.2,170.8,55.9,0.2,0.9
2024-01-19 08:00:00+01:00,112.1,25.0,491.3,53.0,53.3,447.4,,715.5,111.8,2451.0,174.4,56.5,3.3,0.9
2024-01-19 09:00:00+01:00,113.3,25.2,494.6,53.0,52.7,435.4,,713.6,107.5,2451.1,162.3,56.5,11.4,0.8
2024-01-19 10:00:00+01:00,111.4,25.0,488.7,52.4,52.2,13.5,,690.7,34.0,2451.3,159.1,55.3,22.4,0.5
2024-01-19 11:00:00+01:00,110.1,24.9,490.1,47.8,52.1,0.0,,657.4,33.7,2450.4,164.4,55.8,27.1,0.7
2024-01-19 12:00:00+01:00,107.8,23.8,491.2,52.2,52.4,0.0,,665.1,34.1,2450.9,169.2,56.4,35.0,0.6
2024-01-19 13:00:00+01:00,108.6,23.7,436.3,52.5,52.6,11.8,,668.0,45.2,2452.0,173.7,56.3,35.7,0.9
2024-01-19 14:00:00+01:00,108.1,23.6,437.5,52.0,52.1,0.0,,685.5,32.8,2450.7,174.8,56.0,36.5,0.6
2024-01-19 15:00:00+01:00,108.4,23.6,496.5,52.2,51.1,26.7,,700.4,74.9,2449.6,173.0,55.9,12.9,0.6
2024-01-19 16:00:00+01:00,106.7,23.8,565.2,52.5,51.2,48.6,,765.7,93.9,2449.8,175.7,55.4,0.6,0.5
2024-01-19 17:00:00+01:00,106.8,23.8,551.3,51.9,51.4,439.5,,795.5,179.1,2448.9,176.7,55.8,1.7,0.5
2024-01-19 18:00:00+01:00,108.5,24.9,566.0,52.0,51.1,205.1,,789.0,131.8,2449.3,171.2,56.1,0.2,0.5
2024-01-19 19:00:00+01:00,107.9,25.0,549.8,52.1,50.8,58.7,,772.0,98.3,2450.1,173.0,55.8,0.1,0.7
2024-01-19 20:00:00+01:00,107.6,25.2,500.5,51.9,50.8,28.6,,732.5,70.1,2451.3,170.9,56.2,0.1,0.8
2024-01-19 21:00:00+01:00,110.8,25.1,358.5,51.4,51.4,0.0,,680.6,32.3,2452.0,171.0,56.9,1.3,0.9
2024-01-19 22:00:00+01:00,111.6,22.0,149.0,52.2,51.8,0.0,,649.5,18.4,2453.3,171.0,57.1,0.0,0.8
2024-01-19 23:00:00+01:00,109.8,21.9,146.9,48.4,51.7,0.0,,626.9,0.1,2455.2,172.1,56.9,0.1,0.8
2024-01-20 00:00:00+01:00,111.6,21.8,143.9,51.6,52.0,0.0,,594.0,0.0,2455.0,167.9,57.2,0.1,1.0
2024-01-20 01:00:00+01:00,112.3,21.9,144.0,52.3,52.5,0.0,,594.9,0.0,2453.4,171.3,57.0,0.1,0.8
2024-01-20 02:00:00+01:00,113.5,21.8,143.0,52.2,52.6,,102.5,586.3,0.0,2453.2,173.3,56.8,0.1,0.8
2024-01-20 03:00:00+01:00,112.6,21.8,144.8,52.0,52.6,,205.2,586.9,0.0,2453.0,173.9,55.6,0.0,0.9
2024-01-20 04:00:00+01:00,112.3,23.1,146.1,52.3,52.7,,405.5,576.2,0.0,2449.9,174.8,55.7,0.1,1.0
2024-01-20 05:00:00+01:00,113.1,23.0,147.2,52.0,52.4,,210.6,582.8,0.0,2451.9,180.5,56.3,0.1,0.9
2024-01-20 06:00:00+01:00,108.4,24.2,150.1,52.4,52.6,,6.0,642.9,0.1,2452.8,178.0,56.3,0.1,0.8
2024-01-20 07:00:00+01:00,106.5,24.8,148.8,53.0,53.0,23.4,,731.5,45.8,2454.0,180.3,56.5,2.3,0.7
2024-01-20 08:00:00+01:00,106.9,25.0,149.4,52.8,53.0,52.8,,726.0,94.3,2452.3,179.5,56.6,46.0,0.8
2024-01-20 09:00:00+01:00,108.6,25.0,148.8,52.6,52.6,58.7,,721.5,100.9,2452.3,180.1,57.6,128.2,0.6
