,Biomass,Energy storage,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2025-11-12 04:15:00+02:00,18.95,0.0,32.426465,0.0,0.0,24.786946,49.172795,0.0,112.614272,18.950688
2025-11-12 04:30:00+02:00,18.95,0.0,32.409472,0.0,0.0,24.778641,49.947093,0.0,113.07031,15.461488
2025-11-12 04:45:00+02:00,18.95,0.0,32.474607,0.0,0.0,24.799932,50.189179,0.0,112.375653,13.25471
2025-11-12 05:00:00+02:00,19.141185,0.0,32.460641,0.0,0.0,24.791715,49.947357,0.0,112.553505,12.372263
2025-11-12 05:15:00+02:00,19.509311,0.0,32.479199,0.0,0.0,24.775042,50.432886,0.0,112.707956,15.899358
2025-11-12 05:30:00+02:00,19.673316,0.0,32.510989,0.0,0.0,24.769705,43.256866,0.0,112.635355,18.624339
2025-11-12 05:45:00+02:00,19.728385,0.0,32.401558,0.0,0.0,25.356858,41.070236,0.0,112.603848,26.66422
2025-11-12 06:00:00+02:00,19.729999,0.0,32.430912,0.0,0.0,91.865847,42.443968,0.0,112.093318,31.874718
2025-11-12 06:15:00+02:00,19.729999,0.0,32.42781,0.0,0.0,94.726282,42.330263,0.0,112.096479,34.59824
2025-11-12 06:30:00+02:00,19.729999,0.0,32.42781,0.0,0.0,94.73086,49.898193,0.0,111.749583,36.863926
2025-11-12 06:45:00+02:00,19.898792,0.499556,32.967381,0.267583,0.0,94.71727,53.303617,0.0,112.110325,41.891533
2025-11-12 07:00:00+02:00,19.789061,1.800959,41.968102,199.606574,0.0,94.164446,58.20006,0.241601,110.57875,46.308356
2025-11-12 07:15:00+02:00,19.79,0.0,45.28022,202.111471,0.0,94.079415,66.12158,0.770839,111.249998,50.19323
2025-11-12 07:30:00+02:00,19.829195,0.0,45.241837,201.140908,0.0,96.83886,76.994229,1.300464,111.177892,57.428494
2025-11-12 07:45:00+02:00,19.857199,0.0,45.271037,202.324275,0.0,94.743482,79.9603,1.830082,111.166061,53.514017
2025-11-12 08:00:00+02:00,19.909999,0.0,45.24768,393.283682,0.0,98.170233,71.050938,7.091052,111.797791,57.179041
2025-11-12 08:15:00+02:00,19.909999,0.0,45.233822,373.349515,0.0,98.478227,69.422364,18.495143,111.297818,52.247682
2025-11-12 08:30:00+02:00,19.909999,0.0,45.258812,391.553168,0.0,98.449211,69.77723,30.76288,111.436141,53.534261
2025-11-12 08:45:00+02:00,19.909999,0.0,45.258812,389.459388,0.0,98.479803,69.61289,42.908587,111.511207,45.097665
2025-11-12 09:00:00+02:00,19.909999,0.0,45.239992,394.054274,0.0,98.476703,69.867736,59.183201,111.675517,45.229067
2025-11-12 09:15:00+02:00,19.909999,0.0,45.210264,394.72633,0.0,98.486938,70.271756,80.595941,111.898222,50.165296
2025-11-12 09:30:00+02:00,19.909999,0.0,45.233814,394.637142,0.0,98.45456,76.17237,101.170617,111.982519,60.232382
2025-11-12 09:45:00+02:00,19.909999,0.0,45.205622,394.451596,0.0,98.416602,79.48698,115.255631,111.985618,60.290831
2025-11-12 10:00:00+02:00,19.909999,0.441186,45.259201,163.836999,0.0,65.368079,82.56343,135.89707,112.404761,52.832484
2025-11-12 10:15:00+02:00,19.909999,0.0,45.209007,162.382165,0.0,64.414845,78.502231,145.069307,111.746625,53.83389
2025-11-12 10:30:00+02:00,19.909999,0.0,45.186775,162.703297,0.0,64.708651,68.057919,153.875491,112.847437,58.602942
2025-11-12 10:45:00+02:00,19.909999,0.0,45.010618,172.787909,0.0,72.925252,61.935394,164.181666,112.610001,63.813255
2025-11-12 11:00:00+02:00,19.909999,0.0,45.046475,1.515968,0.0,52.26007,61.196679,172.49242,114.677276,65.455637
2025-11-12 11:15:00+02:00,19.909999,0.0,45.061161,0.0,0.0,24.498097,50.753699,170.911434,113.683533,62.519941
2025-11-12 11:30:00+02:00,19.909999,0.0,45.089927,0.0,0.0,24.906349,51.664752,175.515397,113.601365,63.946465
2025-11-12 11:45:00+02:00,19.909999,0.0,45.046487,0.0,0.0,24.791626,52.113107,176.56345,113.429873,63.23292
2025-11-12 12:00:00+02:00,19.909999,0.0,45.019968,0.0,0.0,24.802012,51.219848,167.661946,114.072352,64.847884
2025-11-12 12:15:00+02:00,19.909999,0.0,45.077637,0.0,0.0,24.801038,52.881573,162.527874,113.665102,66.917906
2025-11-12 12:30:00+02:00,19.909999,0.0,44.985729,0.0,0.0,24.788836,52.85557,156.817547,114.12057,74.853169
2025-11-12 12:45:00+02:00,19.909999,0.0,45.02807,0.0,0.0,24.794542,53.18787,155.368853,115.222226,83.259953
2025-11-12 13:00:00+02:00,19.909999,0.0,45.0616,0.0,0.0,24.789072,53.23927,145.074077,114.899786,84.141411
2025-11-12 13:15:00+02:00,19.909999,0.0,45.060619,0.0,0.0,24.786492,53.090655,135.200659,115.002114,91.8195
2025-11-12 13:30:00+02:00,19.909999,0.0,45.041667,0.0,0.0,24.794473,52.955022,123.074395,115.09681,106.458985
2025-11-12 13:45:00+02:00,19.909999,0.0,44.943972,0.0,0.0,25.253389,52.676628,107.085841,113.949341,114.140365
2025-11-12 14:00:00+02:00,19.909999,0.0,44.69622,0.0,0.0,71.339091,52.019325,91.941298,113.824347,117.208532
2025-11-12 14:15:00+02:00,19.909999,0.0,44.69622,0.0,0.0,73.956764,51.821058,76.893308,113.97772,116.426589
2025-11-12 14:30:00+02:00,19.909999,0.0,44.69622,0.0,0.0,73.68075,51.722058,61.665875,112.467112,124.976863
2025-11-12 14:45:00+02:00,19.909999,0.08285,44.69622,0.0,0.0,73.698774,54.184396,47.551191,113.404299,139.279643
2025-11-12 15:00:00+02:00,19.909999,0.968538,44.735378,0.0,0.0,73.707689,53.558923,34.671215,112.812657,158.210632
2025-11-12 15:15:00+02:00,19.909999,0.0,45.019486,129.635182,0.0,73.719663,55.45601,24.733035,112.277737,193.63798
2025-11-12 15:30:00+02:00,19.909999,0.0,44.986816,199.828861,0.0,73.720529,57.667,15.709419,111.769746,210.306537
2025-11-12 15:45:00+02:00,19.909999,0.31853,46.874175,199.542184,0.0,71.974073,55.179308,7.504601,111.655755,217.095488
2025-11-12 16:00:00+02:00,19.909999,0.0,56.281002,322.997619,0.0,92.22637,53.494906,2.837656,111.343492,219.321037
2025-11-12 16:15:00+02:00,19.909999,0.0,56.413779,323.756184,0.0,92.331467,48.042223,1.644378,111.171618,244.362775
2025-11-12 16:30:00+02:00,19.909999,0.0,56.398725,323.54844,0.0,91.90342,52.398355,0.945731,111.003473,276.591125
2025-11-12 16:45:00+02:00,19.909999,0.0,56.459666,323.764436,0.0,92.319609,48.020838,0.333442,111.385273,329.875074
2025-11-12 17:00:00+02:00,19.909999,0.0,56.413283,340.891214,0.0,47.791074,47.852356,0.000458,111.590872,368.454291
2025-11-12 17:15:00+02:00,19.909999,0.0,56.333061,341.173974,0.0,46.735508,46.160768,0.0,111.477401,400.104431
2025-11-12 17:30:00+02:00,19.909999,0.34726,56.429964,321.567428,0.0,46.908512,44.353053,0.0,111.36521,386.332605
2025-11-12 17:45:00+02:00,19.909999,0.0,56.40554,321.2164,0.0,46.88864,43.347484,0.0,111.768327,407.563896
2025-11-12 18:00:00+02:00,19.909999,1.451447,56.379115,4.440643,0.0,25.55401,49.581754,0.0,111.3802,418.324784
2025-11-12 18:15:00+02:00,19.909999,0.0,56.358777,0.0,0.0,24.743971,48.180027,0.0,111.668377,440.784294
2025-11-12 18:30:00+02:00,19.909999,0.0,56.348834,0.0,0.0,24.798437,45.856085,0.0,111.540474,458.965242
2025-11-12 18:45:00+02:00,19.909999,0.0,56.318469,0.0,0.0,24.790796,43.66448,0.0,112.182491,525.409226
2025-11-12 19:00:00+02:00,19.909999,0.0,56.450198,0.0,0.0,24.80031,47.199538,0.0,111.98011,584.025961
2025-11-12 19:15:00+02:00,19.909999,0.398569,56.323443,0.0,0.0,24.790755,43.980428,0.0,111.443262,615.825009
2025-11-12 19:30:00+02:00,19.909999,0.182676,56.361966,0.0,0.0,24.780596,43.461314,0.0,111.718408,629.510758
2025-11-12 19:45:00+02:00,19.909999,0.0,55.700193,0.0,0.0,24.782917,42.953202,0.0,111.686302,654.587544
2025-11-12 20:00:00+02:00,19.909999,0.0,41.975065,0.0,0.0,24.802489,45.932033,0.0,111.783958,684.381262
2025-11-12 20:15:00+02:00,19.909999,0.0,30.80423,0.0,0.0,24.807393,43.154278,0.0,111.63229,683.256317
2025-11-12 20:30:00+02:00,19.909999,0.0,30.690901,0.0,0.0,24.805384,42.335878,0.0,112.044163,689.554729
2025-11-12 20:45:00+02:00,19.909999,0.0,30.692189,0.0,0.0,24.780705,41.79883,0.0,112.372922,736.795235
2025-11-12 21:00:00+02:00,19.909999,0.0,30.712471,0.0,0.0,24.783735,42.964305,0.0,106.420413,819.18815
2025-11-12 21:15:00+02:00,19.909999,0.823154,30.676938,0.0,0.0,24.799008,43.103325,0.0,96.862644,847.602964
2025-11-12 21:30:00+02:00,19.909999,1.029314,30.773444,0.0,0.0,24.802046,43.394034,0.0,87.224916,793.077614
2025-11-12 21:45:00+02:00,19.90747,0.0,30.71465,0.0,0.0,24.784892,43.193286,0.0,77.044786,831.368111
2025-11-12 22:00:00+02:00,19.892522,0.659469,30.722551,0.0,0.0,24.791628,44.294425,0.0,68.671353,804.870384
2025-11-12 22:15:00+02:00,19.909999,0.0,30.667367,0.0,0.0,24.784307,43.636686,0.0,68.625675,755.990128
2025-11-12 22:30:00+02:00,19.909999,0.0,30.604629,0.0,0.0,24.779387,43.347629,0.0,69.887387,743.719273
2025-11-12 22:45:00+02:00,19.909999,0.0,30.629523,0.0,0.0,24.775723,43.546754,0.0,66.655821,721.973136
2025-11-12 23:00:00+02:00,19.909999,0.616665,29.827918,0.0,164.426763,25.362107,44.777128,0.0,62.571063,864.096032
2025-11-12 23:15:00+02:00,19.81624,0.274852,30.059262,0.0,227.413945,25.291783,44.518242,0.0,72.991427,889.27679
2025-11-12 23:30:00+02:00,19.547152,0.0,30.647813,0.0,227.511156,25.286716,43.345397,0.0,72.95772,894.883849
2025-11-12 23:45:00+02:00,19.5,0.0,30.639843,0.0,227.251434,27.196863,43.564492,0.0,62.342951,907.099336
2025-11-13 00:00:00+02:00,19.285393,0.0,30.644845,0.0,227.411613,25.256385,43.529869,0.0,62.453375,849.141348
2025-11-13 00:15:00+02:00,19.28,0.0,30.60244,0.0,227.299349,25.285426,44.025685,0.0,63.731098,745.486048
2025-11-13 00:30:00+02:00,19.28,0.496321,30.641005,0.0,227.045814,25.284531,44.878155,0.0,65.67307,623.313504
2025-11-13 00:45:00+02:00,19.261468,0.0,30.633538,0.0,226.815229,25.270875,43.999615,0.0,66.182503,646.992365
2025-11-13 01:00:00+02:00,19.219999,0.0,30.633357,0.0,226.786892,25.279963,43.935427,0.0,63.834157,690.927933
2025-11-13 01:15:00+02:00,19.029059,0.0,30.685287,0.0,226.74687,27.212798,44.245424,0.0,62.640601,688.416378
2025-11-13 01:30:00+02:00,18.751714,0.0,30.723417,0.0,226.742631,25.353183,43.639434,0.0,63.387569,689.835943
2025-11-13 01:45:00+02:00,18.59,0.0,30.697266,0.0,227.011078,25.270925,43.59478,0.0,63.557879,923.956481
2025-11-13 02:00:00+02:00,18.59,0.0,30.717229,0.0,440.873422,25.277758,43.954686,0.0,64.111012,941.787819
2025-11-13 02:15:00+02:00,18.59,0.024914,30.70326,0.0,445.729855,25.287296,44.553942,0.0,64.281393,819.22724
2025-11-13 02:30:00+02:00,18.59,2.303554,30.709623,0.0,445.892195,25.284471,46.684166,0.0,63.688748,577.360491
2025-11-13 02:45:00+02:00,18.59,0.0,30.656467,0.0,445.370556,25.249165,44.173876,0.003831,55.105436,533.259721
2025-11-13 03:00:00+02:00,18.59,1.922662,30.671632,0.0,661.188362,25.31222,48.348318,1.8e-05,63.300789,610.310512
2025-11-13 03:15:00+02:00,18.59,0.0,30.759353,0.0,664.992226,27.302638,43.843693,0.0,63.783592,712.083605
2025-11-13 03:30:00+02:00,18.59,1.569561,30.606598,0.0,663.832134,25.314315,44.727703,0.0,64.568163,709.543664
2025-11-13 03:45:00+02:00,18.59,0.0,30.671364,0.0,663.906724,25.266952,43.980154,0.0,64.070242,723.352799
2025-11-13 04:00:00+02:00,18.59,0.0,30.680885,0.0,663.003058,25.274439,43.956846,0.000597,64.060523,763.424484
2025-11-13 04:15:00+02:00,18.59,0.0,30.797642,0.0,663.031459,25.27052,43.649683,4e-06,64.308518,1052.12289
2025-11-13 04:30:00+02:00,18.59,1.156595,30.829694,0.0,661.781691,25.266653,44.334811,0.0,63.484206,1016.87975
2025-11-13 04:45:00+02:00,18.59,1.237143,30.718298,0.0,655.845435,25.274304,44.515725,0.0,64.213211,910.888875
2025-11-13 05:00:00+02:00,18.661231,0.0,30.550467,0.0,442.464603,25.273675,43.26456,0.004512,55.451141,645.344774
2025-11-13 05:15:00+02:00,19.04959,0.0,30.585028,0.0,442.009867,25.294504,42.352177,0.00032,64.14154,658.23173
2025-11-13 05:30:00+02:00,19.253456,0.0,30.593962,0.0,441.565399,25.28521,42.452513,0.0,64.951729,852.27509
2025-11-13 05:45:00+02:00,19.506954,2.650887,30.604058,0.0,427.578218,25.264315,45.471455,0.0,63.738683,871.953318
2025-11-13 06:00:00+02:00,19.689226,0.0,30.523753,0.0,0.0,25.275404,44.310254,0.003844,64.48241,692.044685
2025-11-13 06:15:00+02:00,19.79986,0.0,30.683285,0.0,0.0,25.283704,42.432808,0.000328,64.526684,639.068558
2025-11-13 06:30:00+02:00,19.85,0.0,30.619706,0.0,0.0,25.278329,41.858833,0.0,64.655354,739.4831
2025-11-13 06:45:00+02:00,19.848139,0.0,30.625608,0.0,0.0,25.272652,42.039142,0.0,64.570316,814.118049
2025-11-13 07:00:00+02:00,19.827863,0.0,30.533659,0.0,0.0,25.268592,42.704727,0.274965,63.493464,964.347854
2025-11-13 07:15:00+02:00,19.85,0.0,30.673703,0.0,0.0,25.486039,46.746365,0.877273,63.050621,1023.06888
2025-11-13 07:30:00+02:00,19.85,6.878764,30.593784,0.0,0.0,25.283632,50.996526,1.479986,73.505528,993.384023
2025-11-13 07:45:00+02:00,19.85,5.58497,30.524874,0.0,0.0,25.286939,49.432233,2.212739,83.819219,1048.0998
2025-11-13 08:00:00+02:00,19.83567,7.750718,30.402107,0.0,0.0,24.327783,50.889668,9.96481,93.539028,1126.18528
2025-11-13 08:15:00+02:00,19.85,8.614346,30.43113,0.0,0.0,24.284297,51.878671,27.426368,107.418116,1101.45348
2025-11-13 08:30:00+02:00,19.85,8.98606,30.428618,0.0,0.0,24.276405,52.446647,46.435735,112.667916,1101.66486
2025-11-13 08:45:00+02:00,19.85,1.747591,30.412937,0.0,0.0,24.261562,46.067291,67.834206,112.731611,1123.07373
2025-11-13 09:00:00+02:00,19.85,0.0,30.262704,0.0,0.0,24.271528,44.67079,88.428499,112.798194,1171.58232
2025-11-13 09:15:00+02:00,19.85,0.0,30.069386,0.0,0.0,24.283615,44.738945,106.187385,112.940434,1173.54972
2025-11-13 09:30:00+02:00,19.85,0.727666,29.767573,0.0,0.0,27.183396,46.310484,125.61208,112.80713,1109.44367
2025-11-13 09:45:00+02:00,19.85,0.0,29.684666,0.0,0.0,27.316042,45.061801,151.674937,113.294888,1056.82533
2025-11-13 10:00:00+02:00,19.85,0.0,28.831677,0.0,0.0,27.303099,45.807227,168.194884,113.249259,1095.19109
2025-11-13 10:15:00+02:00,19.85,0.0,28.112721,0.0,0.0,27.32603,46.507731,190.569154,113.849577,1112.06715
2025-11-13 10:30:00+02:00,19.85,0.0,28.396388,0.0,0.0,24.396188,46.676658,211.350622,112.393097,1122.75246
2025-11-13 10:45:00+02:00,19.85,0.0,27.578554,0.0,0.0,27.180363,46.77929,228.565726,112.052604,1147.63144
2025-11-13 11:00:00+02:00,19.8418,0.0,27.645214,0.0,0.0,27.312513,46.873472,253.488514,109.271153,1118.34067
2025-11-13 11:15:00+02:00,19.818511,0.0,28.607751,0.0,0.0,24.839601,46.437162,249.205246,109.514152,1027.22078
2025-11-13 11:30:00+02:00,19.851444,0.0,29.273306,0.0,0.0,24.273921,46.41405,248.532648,106.028208,1047.29271
2025-11-13 11:45:00+02:00,19.86,0.38386,29.168111,0.0,0.0,24.279876,48.024152,253.270861,96.907561,975.460207
2025-11-13 12:00:00+02:00,19.86,1.454742,28.947155,0.0,214.432338,24.281577,48.508167,239.281671,107.777465,891.668698
2025-11-13 12:15:00+02:00,19.86,0.0,28.790021,0.0,224.739024,27.1878,48.001635,235.288625,102.164032,929.872109
2025-11-13 12:30:00+02:00,19.86,0.0,27.881819,0.0,224.681138,24.482442,45.882289,231.160903,102.075227,1008.4754
2025-11-13 12:45:00+02:00,19.86,0.0,27.795007,0.0,224.088348,24.484067,46.361489,200.5664,109.318519,965.104852
2025-11-13 13:00:00+02:00,19.86,0.805858,27.613833,0.0,428.731815,27.084023,47.79707,216.807643,113.731099,1000.49798
2025-11-13 13:15:00+02:00,19.53602,0.518817,27.290618,0.0,224.19101,24.438803,46.972787,202.098121,108.342335,993.440054
2025-11-13 13:30:00+02:00,19.238774,0.0,27.213609,0.0,224.19101,24.295796,44.502884,186.203501,109.511866,954.646266
2025-11-13 13:45:00+02:00,19.219999,1.503853,27.742857,0.0,214.92456,25.340789,45.828726,171.981515,110.389324,967.149018
2025-11-13 14:00:00+02:00,19.219999,0.0,29.096335,0.0,0.0,25.297882,44.457914,159.274869,112.884706,1008.00141
2025-11-13 14:15:00+02:00,19.219999,0.0,29.578918,0.0,0.0,25.30044,44.188503,153.73017,112.870421,1048.22642
2025-11-13 14:30:00+02:00,19.192267,0.0,29.754227,0.0,0.0,25.293535,43.1479,125.082567,114.001438,1076.63107
2025-11-13 14:45:00+02:00,19.1,0.0,30.239508,0.0,0.0,25.289311,42.805376,96.923632,114.526439,1105.95057
2025-11-13 15:00:00+02:00,19.1,0.0,30.243769,0.0,0.0,27.247624,42.384229,71.172826,114.547124,1135.21147
2025-11-13 15:15:00+02:00,19.349628,0.0,30.284345,0.0,0.0,27.320279,42.139178,54.673942,114.038392,1167.13978
2025-11-13 15:30:00+02:00,19.557451,0.0,30.216011,0.0,0.0,27.319448,42.167611,38.522636,113.407848,1196.16316
2025-11-13 15:45:00+02:00,19.649999,0.0,30.228354,0.0,0.0,27.299849,41.93296,20.927805,112.331231,1225.9079
2025-11-13 16:00:00+02:00,19.649999,0.0,30.396652,0.0,0.0,27.285166,43.963928,9.476604,112.076514,1130.12657
2025-11-13 16:15:00+02:00,19.649999,0.0,30.757071,0.0,0.0,27.317133,42.40256,4.896736,111.672977,1260.68389
2025-11-13 16:30:00+02:00,19.649999,0.0,30.625163,0.0,0.0,25.020842,47.209865,2.65907,111.26521,1251.28495
2025-11-13 16:45:00+02:00,19.649999,0.0,30.686137,0.0,0.0,24.269263,44.499761,0.936106,111.438698,1372.97102
2025-11-13 17:00:00+02:00,19.649999,0.0,30.766885,0.0,0.0,24.252507,42.844373,0.001283,110.916557,1412.73154
2025-11-13 17:15:00+02:00,19.649999,0.0,30.794337,0.0,0.0,25.093225,43.017165,0.0,111.119143,1409.72362
2025-11-13 17:30:00+02:00,19.649999,0.0,30.69352,0.0,0.0,24.253445,44.72349,0.0,110.790486,1416.6463
2025-11-13 17:45:00+02:00,19.649999,16.340708,30.783865,0.0,0.0,24.266191,57.912833,0.0,110.885685,1376.4086
2025-11-13 18:00:00+02:00,19.649999,19.291112,30.709626,0.0,0.0,26.197726,60.904171,0.0,110.90713,1362.15225
2025-11-13 18:15:00+02:00,19.649999,19.027998,30.65932,0.0,0.0,26.42758,60.465698,0.0,110.967021,1391.96443
2025-11-13 18:30:00+02:00,19.649999,16.909915,30.604694,0.0,0.0,51.190754,59.110814,0.0,111.30152,1395.7121
2025-11-13 18:45:00+02:00,19.649999,5.289724,30.641043,0.0,0.0,51.389091,47.827807,0.0,111.270987,1404.91051
2025-11-13 19:00:00+02:00,19.649999,0.0,30.640243,0.0,0.0,51.264125,41.955269,0.0,111.061324,1392.63701
2025-11-13 19:15:00+02:00,19.649999,0.0,30.6397,0.0,0.0,51.474089,41.311975,0.0,111.215222,1391.39534
2025-11-13 19:30:00+02:00,19.649999,0.0,30.624907,0.0,0.0,74.79362,41.172016,0.0,111.084147,1399.12026
2025-11-13 19:45:00+02:00,19.649999,0.0,30.602717,0.0,0.0,92.844502,41.77778,0.0,111.076747,1395.00086
2025-11-13 20:00:00+02:00,19.649999,0.0,30.625152,0.0,0.0,27.596351,42.701215,0.0,111.055341,1379.0419
2025-11-13 20:15:00+02:00,19.649999,0.0,30.642045,0.0,0.0,24.239537,41.856679,0.0,111.446966,1381.61089
2025-11-13 20:30:00+02:00,19.649999,0.0,30.64462,0.0,0.0,24.269311,42.265102,0.0,111.394028,1372.69359
2025-11-13 20:45:00+02:00,19.649999,0.0,30.645799,0.0,0.0,24.264271,42.512723,0.0,111.727278,1356.62198
2025-11-13 21:00:00+02:00,19.649999,0.0,30.66007,0.0,0.0,24.262064,41.931325,0.0,111.821915,1351.47917
2025-11-13 21:15:00+02:00,19.649999,0.0,30.619456,0.0,0.0,24.267878,41.426829,0.0,111.866343,1353.65644
2025-11-13 21:30:00+02:00,19.471509,0.0,30.604319,0.0,0.0,24.258309,41.184967,0.0,111.49918,1352.86935
2025-11-13 21:45:00+02:00,19.19,0.0,29.898778,0.0,0.0,24.252991,41.036532,0.0,111.460621,1360.70174
2025-11-13 22:00:00+02:00,19.19,0.0,29.731981,0.0,216.055386,27.146684,41.852412,0.0,111.701844,1352.52987
2025-11-13 22:15:00+02:00,18.980766,0.0,29.672789,0.0,224.346401,27.302321,42.587052,0.0,111.43751,1355.13654
2025-11-13 22:30:00+02:00,18.70315,0.134715,29.678489,0.0,223.945282,24.434183,42.092718,0.0,111.07549,1360.99552
2025-11-13 22:45:00+02:00,18.45,0.0,29.901621,0.0,223.945282,24.268683,41.7795,0.0,111.240777,1365.65618
2025-11-13 23:00:00+02:00,18.45,0.0,29.992496,0.0,437.466814,24.247299,42.85134,0.0,112.502412,1368.08769
2025-11-13 23:15:00+02:00,18.45,0.0,29.804413,0.0,441.108223,27.157551,41.595173,0.0,112.519346,1381.13259
2025-11-13 23:30:00+02:00,18.45,0.0,29.737244,0.0,440.977454,27.295773,41.222508,0.0,112.265034,1389.57515
2025-11-13 23:45:00+02:00,18.45,0.0,29.757312,0.0,435.002875,24.336672,41.488041,0.0,111.578106,1409.14349
2025-11-14 00:00:00+02:00,18.45,0.0,29.613038,0.0,222.791907,24.271098,41.203192,0.0,111.678055,1513.09221
2025-11-14 00:15:00+02:00,18.45,2.643908,29.747234,0.0,425.509751,27.169434,47.342316,0.0,111.974038,1503.82632
2025-11-14 00:30:00+02:00,18.45,9.039498,29.915783,0.0,438.652027,27.3221,50.276865,0.0,113.132661,1488.8675
2025-11-14 00:45:00+02:00,18.45,9.364347,29.821184,0.0,438.511404,27.300016,50.376644,0.0,113.087125,1493.85604
2025-11-14 01:00:00+02:00,18.45,9.191734,29.788664,0.0,438.081301,24.866365,50.149391,0.0,112.966034,1508.58699
2025-11-14 01:15:00+02:00,18.45,3.865397,29.876872,0.0,649.515892,24.805576,46.35054,0.0,112.781878,1510.88344
2025-11-14 01:30:00+02:00,18.45,2.203383,29.837275,0.0,646.542777,25.787472,43.468841,0.0,113.192724,1507.39567
2025-11-14 01:45:00+02:00,18.45,0.590204,29.828801,0.0,437.188776,24.805698,43.740329,0.0,112.944977,1402.24905
2025-11-14 02:00:00+02:00,18.45,1.169487,29.84593,0.0,436.031872,24.788795,43.796778,0.0,113.039297,1402.64448
2025-11-14 02:15:00+02:00,18.45,0.421118,29.909955,0.0,436.461,24.787949,44.673186,0.0,112.647859,1457.21214
2025-11-14 02:30:00+02:00,18.45,1.225355,29.906049,0.0,436.158706,24.789507,45.196837,0.0,112.565496,1374.62822
2025-11-14 02:45:00+02:00,18.45,0.0,29.935362,0.0,435.914579,24.796471,43.049745,0.0,112.877193,1340.97287
2025-11-14 03:00:00+02:00,18.45,0.0,29.875971,0.0,434.958639,24.789656,43.15766,0.0,113.196182,1351.73779
2025-11-14 03:15:00+02:00,18.45,0.0,29.842527,0.0,435.147531,24.806411,43.406549,0.0,112.412583,1391.93122
2025-11-14 03:30:00+02:00,18.45,0.0,29.771876,0.0,434.153222,24.807123,43.698715,0.0,112.59178,1386.62929
2025-11-14 03:45:00+02:00,18.45,0.0,29.888546,0.0,429.93571,24.788692,43.556633,0.0,112.784589,1387.80313
2025-11-14 04:00:00+02:00,18.45,0.0,29.896461,0.0,203.716031,24.767283,44.09996,0.0,113.379345,1366.92811
2025-11-14 04:15:00+02:00,18.45,0.0,29.816704,0.0,0.0,24.790212,42.998132,0.0,113.521075,1371.00896
2025-11-14 04:30:00+02:00,18.45,0.0,29.866761,0.0,0.0,24.794185,43.007776,0.0,113.320952,1324.66317
2025-11-14 04:45:00+02:00,18.45,0.0,29.792606,0.0,0.0,24.799163,42.548983,0.0,113.508085,1311.56459
2025-11-14 05:00:00+02:00,18.45,0.0,29.895949,0.0,0.0,24.787374,42.649799,0.0,112.244799,1240.54367
2025-11-14 05:15:00+02:00,18.45,0.0,29.787238,0.0,0.0,24.789981,42.187366,0.0,112.124818,1190.78098
2025-11-14 05:30:00+02:00,18.45,0.0,29.815034,0.0,0.0,24.785527,42.443197,0.0,112.342715,1107.42213
2025-11-14 05:45:00+02:00,18.45,0.953142,29.759369,0.034728,0.0,24.804635,43.166268,0.0,111.925201,1037.33469
2025-11-14 06:00:00+02:00,18.45,0.697182,29.840184,160.105474,0.0,24.787547,43.072016,0.0,111.518245,962.142894
2025-11-14 06:15:00+02:00,18.660924,0.028165,29.791431,161.790295,0.0,24.798037,42.791234,0.0,111.513797,921.941066
2025-11-14 06:30:00+02:00,18.896329,0.0,29.856827,161.547362,0.0,24.806781,41.970506,0.0,111.328742,886.531019
2025-11-14 06:45:00+02:00,18.92,0.0,31.303471,161.410146,0.0,24.790226,42.44155,0.0,111.448924,836.015547
2025-11-14 07:00:00+02:00,18.92,0.0,44.7248,201.13664,0.0,25.784382,51.03583,0.045633,111.76134,791.450509
2025-11-14 07:15:00+02:00,18.92,0.0,55.802482,201.781824,0.0,25.786426,57.855546,0.145595,111.210583,777.77621
2025-11-14 07:30:00+02:00,18.92,0.006533,56.265491,201.495497,0.0,25.820905,64.370806,0.245633,111.673886,710.131673
2025-11-14 07:45:00+02:00,18.92,0.0,56.23922,198.066513,0.0,25.825298,63.807494,0.35296,111.687811,633.74745
2025-11-14 08:00:00+02:00,18.92,0.0,56.351207,201.677465,0.0,25.832952,64.833213,4.354926,111.485435,540.136013
2025-11-14 08:15:00+02:00,18.771767,0.0,56.360681,201.732971,0.0,25.833543,72.50915,14.269707,111.759927,482.992371
2025-11-14 08:30:00+02:00,18.44,0.0,56.432871,201.732971,0.0,25.828642,74.834105,25.875919,111.591688,462.766675
2025-11-14 08:45:00+02:00,18.374999,0.0,56.457497,201.732971,0.0,25.821731,74.000363,37.859129,111.838491,428.144339
2025-11-14 09:00:00+02:00,18.243173,0.0,56.50301,201.732971,0.0,25.836647,67.870753,51.476984,111.743416,370.663799
2025-11-14 09:15:00+02:00,18.459999,0.0,56.482403,201.46953,0.0,25.833204,67.259574,63.282696,111.884615,326.600479
2025-11-14 09:30:00+02:00,18.459999,0.0,56.516263,177.149946,0.0,25.845033,67.44056,80.846808,111.994664,319.511493
2025-11-14 09:45:00+02:00,18.459999,0.0,56.409514,186.295848,0.0,25.84593,67.60982,91.627377,112.249877,285.144864
2025-11-14 10:00:00+02:00,18.459999,1.393055,55.449779,0.0,0.0,25.816604,68.884517,95.354747,112.989757,248.328221
