,Fossil Gas,Hydro Water Reservoir,Nuclear,Other,Solar,Wind Onshore
2024-01-14 06:00:00+01:00,0.7,1216.84,6308.0,774.91,0.01,938.33
2024-01-14 07:00:00+01:00,0.4,1219.68,6307.0,790.22,0.01,738.61
2024-01-14 08:00:00+01:00,0.4,1268.16,6307.0,780.25,0.16,538.57
2024-01-14 09:00:00+01:00,0.8,1284.78,6306.0,803.25,1.94,410.4
2024-01-14 10:00:00+01:00,0.3,1300.2,6306.0,809.77,7.32,327.84
2024-01-14 11:00:00+01:00,0.4,1303.54,6306.0,811.31,16.4,319.89
2024-01-14 12:00:00+01:00,0.1,1317.78,6306.0,816.93,17.92,310.69
2024-01-14 13:00:00+01:00,0.1,1317.11,6306.0,800.06,10.76,333.05
2024-01-14 14:00:00+01:00,0.2,1328.59,6305.0,798.11,3.25,389.53
2024-01-14 15:00:00+01:00,0.3,1336.09,6306.0,804.84,0.44,484.27
2024-01-14 16:00:00+01:00,0.5,1322.98,6305.0,826.17,0.01,564.29
2024-01-14 17:00:00+01:00,0.2,1363.06,6305.0,835.48,0.01,692.08
2024-01-14 18:00:00+01:00,0.0,1358.05,6305.0,850.42,0.01,818.29
2024-01-14 19:00:00+01:00,0.1,1314.54,6304.0,845.1,0.01,981.16
2024-01-14 20:00:00+01:00,0.1,1272.41,6301.0,829.13,0.01,1180.86
2024-01-14 21:00:00+01:00,0.2,1240.3,6302.0,766.97,0.01,1374.62
2024-01-14 22:00:00+01:00,0.1,1211.45,6301.0,715.77,0.01,1533.48
2024-01-14 23:00:00+01:00,0.1,1187.66,6300.0,696.98,0.01,1784.29
2024-01-15 00:00:00+01:00,0.1,1197.82,6302.0,645.28,0.0,1980.73
2024-01-15 01:00:00+01:00,0.1,1188.21,6302.0,654.21,0.0,2143.92
2024-01-15 02:00:00+01:00,0.1,1187.4,6304.0,647.2,0.0,2258.62
2024-01-15 03:00:00+01:00,0.1,1186.0,6305.0,649.01,0.0,2402.99
2024-01-15 04:00:00+01:00,0.1,1196.26,6306.0,687.34,0.0,2488.42
2024-01-15 05:00:00+01:00,0.4,1212.53,6306.0,737.98,0.0,2550.52
2024-01-15 06:00:00+01:00,0.7,1269.21,6305.0,841.44,0.0,2575.55
2024-01-15 07:00:00+01:00,0.4,1334.64,6305.0,944.62,0.0,2539.18
2024-01-15 08:00:00+01:00,0.4,1541.83,6309.0,1001.31,0.13,2439.68
2024-01-15 09:00:00+01:00,0.8,1658.04,6309.0,1020.93,1.84,2346.09
2024-01-15 10:00:00+01:00,0.3,1522.67,6309.0,955.48,10.01,2223.91
2024-01-15 11:00:00+01:00,0.4,1526.23,6313.0,933.17,21.97,2048.59
2024-01-15 12:00:00+01:00,0.1,1357.39,6310.0,962.42,26.12,1924.38
2024-01-15 13:00:00+01:00,0.1,1440.65,6310.0,854.21,19.95,1835.76
2024-01-15 14:00:00+01:00,0.2,1440.81,6310.0,883.63,9.53,1742.77
2024-01-15 15:00:00+01:00,0.3,1436.35,6309.0,902.03,2.11,1753.95
2024-01-15 16:00:00+01:00,0.5,1645.9,6309.0,885.28,0.0,1777.25
2024-01-15 17:00:00+01:00,0.2,1670.51,6309.0,873.11,0.0,1741.42
2024-01-15 18:00:00+01:00,0.1,1682.55,6309.0,834.68,0.0,1744.14
2024-01-15 19:00:00+01:00,0.1,1682.15,6309.0,836.49,0.0,1670.04
2024-01-15 20:00:00+01:00,0.1,1665.75,6309.0,843.5,0.0,1576.88
2024-01-15 21:00:00+01:00,0.2,1451.67,6312.0,757.42,0.0,1493.29
2024-01-15 22:00:00+01:00,0.1,1337.64,6311.0,702.98,0.0,1446.37
2024-01-15 23:00:00+01:00,0.1,1328.59,6312.0,696.88,0.0,1344.88
2024-01-16 00:00:00+01:00,0.1,1285.62,6312.0,631.4,0.0,1267.28
2024-01-16 01:00:00+01:00,0.1,1282.0,6311.0,615.06,0.0,1183.49
2024-01-16 02:00:00+01:00,0.1,1280.17,6312.0,613.3,0.0,1021.55
2024-01-16 03:00:00+01:00,0.1,1263.83,6311.0,613.02,0.0,936.08
2024-01-16 04:00:00+01:00,0.1,1259.51,6312.0,624.62,0.0,856.64
2024-01-16 05:00:00+01:00,0.4,1280.85,6312.0,739.79,0.0,783.22
2024-01-16 06:00:00+01:00,0.7,1573.12,6312.0,952.43,0.0,723.27
2024-01-16 07:00:00+01:00,0.4,1625.61,6314.0,1046.06,0.0,741.82
2024-01-16 08:00:00+01:00,0.4,1626.82,6313.0,1080.55,0.66,813.81
2024-01-16 09:00:00+01:00,0.8,1626.78,6310.0,983.13,4.98,938.0
2024-01-16 10:00:00+01:00,0.4,1632.97,6307.0,1016.06,20.64,1096.61
2024-01-16 11:00:00+01:00,0.5,1644.71,6309.0,974.75,41.63,1234.89
2024-01-16 12:00:00+01:00,0.1,1644.14,6311.0,950.69,48.27,1344.99
2024-01-16 13:00:00+01:00,0.1,1642.46,6312.0,918.57,30.83,1417.12
2024-01-16 14:00:00+01:00,0.2,1640.31,6320.0,903.8,14.21,1525.67
2024-01-16 15:00:00+01:00,0.1,1638.33,6329.0,910.7,2.96,1753.71
2024-01-16 16:00:00+01:00,0.2,1640.49,6328.0,909.89,0.0,1992.49
2024-01-16 17:00:00+01:00,0.3,1639.14,6330.0,919.74,0.0,2202.68
2024-01-16 18:00:00+01:00,0.1,1639.54,6337.0,882.16,0.0,2420.6
2024-01-16 19:00:00+01:00,0.1,1626.99,6347.0,798.79,0.0,2591.11
2024-01-16 20:00:00+01:00,0.1,1524.26,6346.0,740.13,0.0,2703.26
2024-01-16 21:00:00+01:00,0.1,1444.21,6347.0,640.85,0.0,2738.57
2024-01-16 22:00:00+01:00,0.1,1352.19,6348.0,631.28,0.0,2678.06
2024-01-16 23:00:00+01:00,0.1,1309.32,6349.0,618.32,0.0,2600.25
2024-01-17 00:00:00+01:00,0.2,1226.07,6342.0,527.38,0.1,2706.6
2024-01-17 01:00:00+01:00,0.1,1213.03,6334.0,525.39,0.09,2591.96
2024-01-17 02:00:00+01:00,0.1,1209.97,6334.0,541.15,0.08,2525.82
2024-01-17 03:00:00+01:00,0.1,1207.93,6332.0,505.43,0.07,2468.56
2024-01-17 04:00:00+01:00,0.1,1216.09,6333.0,501.04,0.06,2514.54
2024-01-17 05:00:00+01:00,0.8,1229.93,6333.0,513.71,0.06,2554.3
2024-01-17 06:00:00+01:00,0.4,1232.46,6334.0,620.75,0.08,2603.46
2024-01-17 07:00:00+01:00,0.2,1308.9,6329.0,763.95,0.1,2676.3
2024-01-17 08:00:00+01:00,0.2,1550.51,6328.0,822.45,0.17,2745.43
2024-01-17 09:00:00+01:00,1.5,1603.8,6330.0,955.54,1.0,2808.21
2024-01-17 10:00:00+01:00,0.3,1612.55,6326.0,988.07,4.91,2834.7
2024-01-17 11:00:00+01:00,0.5,1619.53,6326.0,994.19,9.39,2872.79
2024-01-17 12:00:00+01:00,0.2,1620.8,6327.0,977.96,9.61,2843.57
2024-01-17 13:00:00+01:00,0.8,1621.87,6327.0,954.51,6.9,2858.63
2024-01-17 14:00:00+01:00,0.2,1620.83,6328.0,948.57,3.66,2851.07
2024-01-17 15:00:00+01:00,0.6,1619.61,6330.0,932.26,0.97,2757.05
2024-01-17 16:00:00+01:00,0.3,1632.51,6331.0,936.36,0.1,2650.99
2024-01-17 17:00:00+01:00,0.3,1634.37,6332.0,940.79,0.1,2508.98
2024-01-17 18:00:00+01:00,0.2,1634.1,6332.0,958.48,0.1,2380.08
2024-01-17 19:00:00+01:00,0.1,1600.47,6333.0,961.25,0.1,2250.24
2024-01-17 20:00:00+01:00,0.4,1586.66,6332.0,933.42,0.1,2125.02
2024-01-17 21:00:00+01:00,0.2,1488.0,6350.0,813.71,0.1,1986.24
2024-01-17 22:00:00+01:00,0.1,1466.67,6352.0,675.58,0.09,1824.25
2024-01-17 23:00:00+01:00,0.1,1396.93,6351.0,611.58,0.09,1651.84
2024-01-18 00:00:00+01:00,0.2,1221.45,6352.0,697.26,0.05,1526.7
2024-01-18 01:00:00+01:00,0.1,1215.47,6350.0,701.28,0.05,1441.27
2024-01-18 02:00:00+01:00,0.1,1211.85,6350.0,687.58,0.05,1399.12
2024-01-18 03:00:00+01:00,0.1,1216.42,6350.0,693.83,0.05,1409.63
2024-01-18 04:00:00+01:00,0.1,1241.5,6351.0,713.61,0.1,1478.69
2024-01-18 05:00:00+01:00,0.6,1277.02,6349.0,738.08,0.14,1533.82
2024-01-18 06:00:00+01:00,0.1,1470.14,6350.0,853.55,0.16,1571.48
2024-01-18 07:00:00+01:00,0.2,1653.71,6349.0,1009.29,0.17,1631.23
2024-01-18 08:00:00+01:00,0.2,1690.92,6351.0,1014.53,0.63,1687.32
2024-01-18 09:00:00+01:00,1.0,1679.13,6352.0,1024.78,4.79,1763.65
2024-01-18 10:00:00+01:00,0.3,1678.41,6352.0,1032.81,23.21,1827.49
2024-01-18 11:00:00+01:00,0.5,1649.39,6352.0,1003.31,43.91,1820.11
2024-01-18 12:00:00+01:00,0.2,1646.11,6354.0,968.41,47.48,1821.76
2024-01-18 13:00:00+01:00,0.8,1617.7,6355.0,942.51,34.28,1847.51
2024-01-18 14:00:00+01:00,0.2,1599.48,6355.0,938.16,16.09,1849.99
2024-01-18 15:00:00+01:00,0.6,1583.01,6354.0,911.68,3.19,1835.01
2024-01-18 16:00:00+01:00,0.3,1584.58,6355.0,919.04,0.13,1780.1
2024-01-18 17:00:00+01:00,0.3,1633.1,6355.0,957.74,0.13,1642.05
2024-01-18 18:00:00+01:00,0.2,1634.96,6354.0,969.14,0.12,1528.7
2024-01-18 19:00:00+01:00,0.1,1586.51,6356.0,921.95,0.07,1381.17
2024-01-18 20:00:00+01:00,0.4,1559.97,6354.0,777.2,0.07,1268.75
2024-01-18 21:00:00+01:00,0.2,1470.44,6354.0,703.25,0.07,1203.72
2024-01-18 22:00:00+01:00,0.1,1315.94,6353.0,622.65,0.07,1252.0
2024-01-18 23:00:00+01:00,0.1,1244.07,6354.0,567.04,0.07,1330.78
2024-01-19 00:00:00+01:00,0.1,1255.42,6353.0,550.29,0.07,1388.8
2024-01-19 01:00:00+01:00,0.1,1238.06,6354.0,536.05,0.07,1440.99
2024-01-19 02:00:00+01:00,0.1,1234.24,6352.0,536.89,0.08,1437.16
2024-01-19 03:00:00+01:00,0.1,1233.53,6352.0,536.47,0.08,1421.68
2024-01-19 04:00:00+01:00,0.1,1222.67,6353.0,535.05,0.08,1413.27
2024-01-19 05:00:00+01:00,0.5,1229.28,6353.0,534.59,0.09,1371.57
2024-01-19 06:00:00+01:00,0.1,1411.5,6353.0,611.47,0.09,1314.54
2024-01-19 07:00:00+01:00,0.2,1548.02,6352.0,668.48,0.19,1289.32
2024-01-19 08:00:00+01:00,0.2,1647.96,6097.67,675.71,0.69,1219.19
2024-01-19 09:00:00+01:00,1.0,1660.62,5842.33,678.31,4.37,1137.93
2024-01-19 10:00:00+01:00,0.3,1613.93,5587.0,681.87,16.34,1117.07
2024-01-19 11:00:00+01:00,0.1,1554.96,5586.0,703.76,32.05,1054.47
2024-01-19 12:00:00+01:00,0.2,1512.23,5586.0,698.88,37.87,937.81
2024-01-19 13:00:00+01:00,0.8,1484.31,5587.0,684.8,25.59,884.0
2024-01-19 14:00:00+01:00,0.1,1487.25,5587.0,670.97,12.04,905.01
2024-01-19 15:00:00+01:00,0.6,1565.22,5587.0,679.79,2.59,909.94
2024-01-19 16:00:00+01:00,0.2,1673.46,5586.0,670.06,0.09,940.95
2024-01-19 17:00:00+01:00,0.3,1660.43,5588.0,664.39,0.19,949.41
2024-01-19 18:00:00+01:00,0.2,1649.87,5587.0,689.48,0.09,959.89
2024-01-19 19:00:00+01:00,0.1,1531.04,5573.0,688.61,0.09,933.34
2024-01-19 20:00:00+01:00,0.4,1434.96,5573.0,641.75,0.09,873.58
2024-01-19 21:00:00+01:00,0.2,1388.6,5589.0,578.25,0.1,790.44
2024-01-19 22:00:00+01:00,0.1,1369.79,5589.0,521.12,0.1,678.09
2024-01-19 23:00:00+01:00,0.1,1219.65,5590.0,479.32,0.09,559.23
2024-01-20 00:00:00+01:00,0.1,1222.99,5590.0,460.83,0.0,446.46
2024-01-20 01:00:00+01:00,0.1,1216.91,5590.0,453.86,0.0,417.08
2024-01-20 02:00:00+01:00,0.1,1272.2,5588.0,452.37,0.0,392.52
2024-01-20 03:00:00+01:00,0.1,1270.64,5587.0,450.5,0.0,397.74
2024-01-20 04:00:00+01:00,0.1,1273.26,5588.0,451.61,0.0,410.89
2024-01-20 05:00:00+01:00,0.5,1272.72,5583.0,460.85,0.0,404.55
2024-01-20 06:00:00+01:00,0.1,1285.66,5584.0,510.82,0.0,383.73
2024-01-20 07:00:00+01:00,0.1,1460.19,5583.0,621.38,0.1,329.32
2024-01-20 08:00:00+01:00,0.2,1511.55,5585.0,640.18,0.38,283.78
2024-01-20 09:00:00+01:00,1.1,1516.65,5585.0,649.46,4.47,239.73
2024-01-20 10:00:00+01:00,0.3,1499.64,5583.0,685.4,15.56,163.19
2024-01-20 11:00:00+01:00,0.1,1518.51,5583.0,682.8,30.24,135.85
2024-01-20 12:00:00+01:00,0.2,1504.26,5584.0,673.61,36.03,126.44
2024-01-20 13:00:00+01:00,0.7,1501.84,5583.0,663.06,23.99,150.43
2024-01-20 14:00:00+01:00,0.1,1513.53,5584.0,658.86,9.9,202.62
2024-01-20 15:00:00+01:00,0.6,1571.14,5582.0,658.71,1.9,296.51
2024-01-20 16:00:00+01:00,0.3,1632.53,5583.0,689.46,0.2,444.19
2024-01-20 17:00:00+01:00,0.3,1707.49,5582.0,715.04,0.2,688.84
2024-01-20 18:00:00+01:00,0.2,1707.7,5583.0,746.25,0.1,998.83
2024-01-20 19:00:00+01:00,0.4,1626.55,5583.0,753.44,0.0,1334.88
2024-01-20 20:00:00+01:00,0.4,1593.29,5584.0,770.98,0.0,1656.46
2024-01-20 21:00:00+01:00,0.2,1334.51,5582.0,625.84,0.0,1857.56
2024-01-20 22:00:00+01:00,0.1,1303.98,5581.0,557.42,0.0,2002.9
2024-01-20 23:00:00+01:00,0.1,1285.43,5580.0,504.03,0.0,2095.39
2024-01-21 00:00:00+01:00,0.1,1277.64,5580.0,472.92,0.0,2229.29
2024-01-21 01:00:00+01:00,0.1,1272.17,5582.0,486.36,0.0,2303.93
2024-01-21 02:00:00+01:00,0.1,1193.37,5580.0,484.66,0.0,2336.79
2024-01-21 03:00:00+01:00,0.1,1190.08,5582.0,461.53,0.0,2378.03
2024-01-21 04:00:00+01:00,0.1,1186.09,5582.0,468.3,0.0,2410.89
2024-01-21 05:00:00+01:00,0.5,1178.77,5583.0,475.54,0.0,2448.18
2024-01-21 06:00:00+01:00,0.1,1189.11,5582.0,493.19,0.0,2501.04
2024-01-21 07:00:00+01:00,0.1,1195.76,5581.0,503.85,0.0,2617.78
2024-01-21 08:00:00+01:00,0.2,1199.03,5580.0,510.37,0.08,2689.85
2024-01-21 09:00:00+01:00,0.3,1198.57,5581.0,524.82,1.73,2733.81
2024-01-21 10:00:00+01:00,0.1,1201.88,5581.0,539.99,6.65,2691.6
2024-01-21 11:00:00+01:00,0.1,1209.19,5580.0,563.44,10.36,2711.84
2024-01-21 12:00:00+01:00,0.1,1212.73,5579.0,567.47,10.83,2663.86
2024-01-21 13:00:00+01:00,0.7,1210.98,5579.0,573.07,7.63,2680.15
2024-01-21 14:00:00+01:00,0.1,1207.25,5579.0,571.53,3.36,2747.19
2024-01-21 15:00:00+01:00,0.6,1215.33,5579.0,569.71,0.82,2732.56
2024-01-21 16:00:00+01:00,0.3,1223.32,5578.0,569.89,0.01,2710.35
2024-01-21 17:00:00+01:00,0.3,1225.09,5581.0,566.24,0.01,2645.53
2024-01-21 18:00:00+01:00,0.1,1355.96,5581.0,578.88,0.01,2617.56
2024-01-21 19:00:00+01:00,0.4,1346.66,5581.0,580.5,0.01,2535.44
2024-01-21 20:00:00+01:00,0.4,1201.1,5580.0,578.16,0.01,2469.18
2024-01-21 21:00:00+01:00,0.2,1172.75,5580.0,570.93,0.01,2426.13
2024-01-21 22:00:00+01:00,0.2,1140.67,5579.0,549.87,0.01,2492.88
2024-01-21 23:00:00+01:00,0.5,1126.38,5578.0,524.73,0.01,2574.48
2024-01-22 00:00:00+01:00,0.1,1110.16,5580.0,491.58,0.01,2692.89
2024-01-22 01:00:00+01:00,0.1,1081.02,5581.0,460.44,0.0,2797.74
2024-01-22 02:00:00+01:00,0.1,1048.18,5581.0,463.52,0.0,2923.27
2024-01-22 03:00:00+01:00,0.1,1042.51,5582.0,465.07,0.0,3071.9
2024-01-22 04:00:00+01:00,0.1,1044.88,5582.0,467.65,0.0,3172.88
2024-01-22 05:00:00+01:00,0.1,964.0,5580.0,503.6,0.0,3266.32
2024-01-22 06:00:00+01:00,0.1,1087.08,5583.0,555.95,0.0,3329.19
2024-01-22 07:00:00+01:00,0.1,1077.04,5581.0,578.97,0.0,3358.01
2024-01-22 08:00:00+01:00,0.2,1086.34,5583.0,600.31,0.03,3332.35
2024-01-22 09:00:00+01:00,0.2,1080.63,5583.0,586.08,1.07,3325.35
2024-01-22 10:00:00+01:00,0.1,1085.35,5583.0,595.06,3.43,3308.8
2024-01-22 11:00:00+01:00,0.1,1076.77,5586.0,642.43,6.62,3335.7
2024-01-22 12:00:00+01:00,0.1,1076.15,5584.0,677.44,9.47,3328.38
2024-01-22 13:00:00+01:00,0.2,1103.21,5584.0,679.63,9.43,3334.47
2024-01-22 14:00:00+01:00,0.1,1063.03,5582.0,674.21,5.86,3339.6
2024-01-22 15:00:00+01:00,0.6,1054.96,5582.0,659.09,0.92,3349.2
2024-01-22 16:00:00+01:00,0.3,1073.26,5574.0,695.64,0.01,3363.65
2024-01-22 17:00:00+01:00,0.4,1078.5,5568.0,701.44,0.0,3321.79
2024-01-22 18:00:00+01:00,0.1,1085.85,5576.0,710.68,0.0,3330.69
2024-01-22 19:00:00+01:00,0.4,1076.73,5583.0,701.72,0.0,3348.74
2024-01-22 20:00:00+01:00,0.4,1075.79,5581.0,700.55,0.0,3359.34
2024-01-22 21:00:00+01:00,0.1,1046.98,5581.0,689.9,0.0,3361.26
2024-01-22 22:00:00+01:00,0.3,1028.19,5580.0,659.53,0.0,3369.3
2024-01-22 23:00:00+01:00,0.5,1025.41,5579.0,590.03,0.01,3379.11
2024-01-23 00:00:00+01:00,0.1,986.44,5579.0,532.65,0.0,3444.89
2024-01-23 01:00:00+01:00,0.1,927.71,5580.0,564.12,0.0,3427.34
2024-01-23 02:00:00+01:00,0.1,917.38,5579.0,592.25,0.0,3414.48
2024-01-23 03:00:00+01:00,0.1,915.49,5579.0,628.67,0.0,3411.45
2024-01-23 04:00:00+01:00,0.1,928.96,5578.0,638.61,0.0,3399.2
2024-01-23 05:00:00+01:00,0.1,955.89,5579.0,710.59,0.0,3385.65
2024-01-23 06:00:00+01:00,0.1,976.84,5579.0,710.26,0.0,3374.17
2024-01-23 07:00:00+01:00,0.0,1027.44,5578.0,718.27,0.0,3274.91
2024-01-23 08:00:00+01:00,0.1,1015.55,5580.0,729.91,0.3,3203.62
2024-01-23 09:00:00+01:00,0.2,1030.99,5581.0,740.54,4.92,3141.54
2024-01-23 10:00:00+01:00,0.1,1053.28,5582.0,737.31,14.85,3033.36
2024-01-23 11:00:00+01:00,0.1,1062.35,5809.0,748.21,24.12,2943.78
2024-01-23 12:00:00+01:00,0.1,1063.82,6036.0,755.14,30.33,2883.42
2024-01-23 13:00:00+01:00,0.1,1074.0,6036.0,749.14,26.75,2838.84
2024-01-23 14:00:00+01:00,0.1,1086.4,6036.0,752.96,16.13,2708.38
2024-01-23 15:00:00+01:00,0.2,1116.32,6037.0,765.43,3.19,2606.11
2024-01-23 16:00:00+01:00,0.2,1308.84,6037.0,811.19,0.04,2487.97
2024-01-23 17:00:00+01:00,0.4,1330.2,6037.0,844.49,0.01,2301.36
2024-01-23 18:00:00+01:00,0.1,1329.46,6038.0,866.53,0.01,2151.77
2024-01-23 19:00:00+01:00,0.4,1296.1,6038.0,868.35,0.01,2021.54
2024-01-23 20:00:00+01:00,0.1,1264.78,6037.0,855.91,0.0,1842.5
2024-01-23 21:00:00+01:00,0.1,1140.44,6035.0,783.39,0.0,1790.37
2024-01-23 22:00:00+01:00,0.2,1097.76,6036.0,670.36,0.0,1825.3
2024-01-23 23:00:00+01:00,0.5,1068.41,6035.0,568.08,0.0,1873.87
2024-01-24 00:00:00+01:00,0.1,1004.09,6061.0,522.34,0.0,1938.25
2024-01-24 01:00:00+01:00,0.1,949.37,6062.0,515.11,0.0,2094.3
2024-01-24 02:00:00+01:00,0.1,925.51,6068.0,533.98,0.0,2334.68
2024-01-24 03:00:00+01:00,0.1,928.66,6082.0,539.9,0.0,2477.37
2024-01-24 04:00:00+01:00,0.1,930.49,6089.0,538.65,0.0,2511.13
2024-01-24 05:00:00+01:00,0.0,961.42,6086.0,556.93,0.0,2419.22
2024-01-24 06:00:00+01:00,0.0,1007.21,6057.0,640.93,0.1,2314.6
2024-01-24 07:00:00+01:00,0.0,1090.43,6057.0,665.33,0.2,2255.42
2024-01-24 08:00:00+01:00,0.1,1145.32,6068.0,650.94,0.27,2131.76
2024-01-24 09:00:00+01:00,10.2,1162.61,6069.0,647.72,1.47,2076.01
2024-01-24 10:00:00+01:00,0.1,1175.72,6085.0,648.98,4.37,2007.97
2024-01-24 11:00:00+01:00,0.1,1182.61,6087.0,634.44,7.38,1830.71
2024-01-24 12:00:00+01:00,10.1,1151.33,6087.0,662.83,8.75,1722.4
2024-01-24 13:00:00+01:00,10.1,1145.3,6087.0,670.19,8.48,1567.06
2024-01-24 14:00:00+01:00,20.1,1138.53,6102.0,681.37,4.72,1433.09
2024-01-24 15:00:00+01:00,30.1,1179.93,6102.0,686.2,0.94,1322.43
2024-01-24 16:00:00+01:00,0.2,1195.9,6117.0,677.18,0.13,1288.21
2024-01-24 17:00:00+01:00,0.3,1197.8,6118.0,715.14,0.2,1268.15
2024-01-24 18:00:00+01:00,0.1,1198.38,6134.0,746.57,0.1,1238.22
2024-01-24 19:00:00+01:00,0.4,1223.97,6132.0,692.98,0.0,1221.14
2024-01-24 20:00:00+01:00,0.1,1187.92,6153.0,680.31,0.0,1248.3
2024-01-24 21:00:00+01:00,0.1,1168.65,6152.0,668.84,0.0,1217.91
2024-01-24 22:00:00+01:00,0.2,1151.2,6171.0,670.11,0.0,1150.14
2024-01-24 23:00:00+01:00,0.4,1144.94,6154.0,628.42,0.0,1104.99
2024-01-25 00:00:00+01:00,0.1,1153.35,6153.0,588.28,0.01,995.53
2024-01-25 01:00:00+01:00,0.1,1157.91,6152.0,589.34,0.01,997.46
2024-01-25 02:00:00+01:00,0.1,1154.09,6169.0,592.03,0.01,992.97
2024-01-25 03:00:00+01:00,0.1,1153.98,6179.0,631.55,0.01,964.69
2024-01-25 04:00:00+01:00,0.1,1163.06,6179.0,646.4,0.01,889.74
2024-01-25 05:00:00+01:00,0.0,1269.97,6180.0,667.44,0.01,841.85
2024-01-25 06:00:00+01:00,0.0,1367.9,6198.0,693.52,0.01,788.82
2024-01-25 07:00:00+01:00,0.0,1474.67,6209.0,774.34,0.01,816.76
2024-01-25 08:00:00+01:00,0.1,1624.6,6209.0,781.64,0.25,795.4
2024-01-25 09:00:00+01:00,0.2,1631.75,6212.0,784.19,4.26,769.99
2024-01-25 10:00:00+01:00,0.1,1637.47,6227.0,789.38,13.26,675.09
2024-01-25 11:00:00+01:00,0.1,1652.38,6241.0,799.54,25.17,567.84
2024-01-25 12:00:00+01:00,0.1,1661.22,6242.0,808.99,29.56,463.87
2024-01-25 13:00:00+01:00,0.1,1682.83,6242.0,804.68,23.77,399.22
2024-01-25 14:00:00+01:00,0.1,1682.26,6259.0,798.03,14.2,332.17
2024-01-25 15:00:00+01:00,0.1,1709.54,6271.0,847.74,3.43,299.09
2024-01-25 16:00:00+01:00,0.2,1713.31,6272.0,924.19,0.34,242.64
2024-01-25 17:00:00+01:00,0.3,1715.3,6272.0,902.55,0.0,188.94
2024-01-25 18:00:00+01:00,0.1,1717.13,6301.0,856.06,0.01,132.57
2024-01-25 19:00:00+01:00,0.4,1711.98,6316.0,859.52,0.01,89.07
2024-01-25 20:00:00+01:00,0.1,1703.81,6315.0,837.57,0.01,78.56
2024-01-25 21:00:00+01:00,0.1,1658.29,6314.0,775.49,0.01,94.46
2024-01-25 22:00:00+01:00,0.2,1638.79,6344.0,708.63,0.01,104.7
2024-01-25 23:00:00+01:00,0.4,1605.09,6354.0,661.67,0.01,147.06
2024-01-26 00:00:00+01:00,0.1,1365.14,6366.0,623.34,0.0,286.21
2024-01-26 01:00:00+01:00,0.1,1357.04,6365.0,608.46,0.0,382.09
2024-01-26 02:00:00+01:00,0.1,1359.85,6365.0,601.46,0.0,483.13
2024-01-26 03:00:00+01:00,0.1,1359.99,6363.0,615.45,0.0,618.72
2024-01-26 04:00:00+01:00,0.1,1349.32,6364.0,609.41,0.0,781.5
2024-01-26 05:00:00+01:00,0.1,1349.28,6363.0,646.89,0.0,1007.81
2024-01-26 06:00:00+01:00,0.1,1389.76,6363.0,687.33,0.0,1246.72
2024-01-26 07:00:00+01:00,0.0,1539.2,6364.0,683.54,0.0,1440.97
2024-01-26 08:00:00+01:00,0.1,1402.68,6365.0,688.88,0.16,1647.76
2024-01-26 09:00:00+01:00,0.1,1545.2,6366.0,690.73,2.79,1826.74
2024-01-26 10:00:00+01:00,0.1,1377.9,6370.0,675.61,6.13,1951.26
2024-01-26 11:00:00+01:00,0.1,1591.34,6370.0,680.93,9.04,2004.98
2024-01-26 12:00:00+01:00,0.1,1410.83,6371.0,664.42,9.63,2154.69
2024-01-26 13:00:00+01:00,0.1,1488.84,6370.0,668.29,7.52,2226.93
2024-01-26 14:00:00+01:00,0.1,1377.75,6372.0,670.88,2.27,2162.15
2024-01-26 15:00:00+01:00,0.1,1416.98,6371.0,674.56,0.47,1999.35
2024-01-26 16:00:00+01:00,0.1,1382.27,6366.0,661.26,0.05,1754.18
2024-01-26 17:00:00+01:00,0.1,1411.84,6367.0,661.35,0.0,1524.16
2024-01-26 18:00:00+01:00,0.1,1319.07,6367.0,651.14,0.0,1384.67
2024-01-26 19:00:00+01:00,0.1,1306.16,6367.0,649.22,0.0,1487.57
2024-01-26 20:00:00+01:00,0.1,1261.58,6369.0,584.53,0.0,1619.81
2024-01-26 21:00:00+01:00,0.1,1253.66,6370.0,562.89,0.0,1723.11
2024-01-26 22:00:00+01:00,0.2,1207.04,6368.0,534.25,0.0,1892.03
2024-01-26 23:00:00+01:00,0.4,1194.75,6369.0,492.22,0.0,2050.46
2024-01-27 00:00:00+01:00,0.1,1177.64,6365.0,503.42,0.0,2151.93
2024-01-27 01:00:00+01:00,0.1,1131.89,6365.0,493.75,0.0,2258.17
2024-01-27 02:00:00+01:00,0.1,1113.98,6364.0,486.0,0.0,2260.29
2024-01-27 03:00:00+01:00,0.1,1111.46,6364.0,479.43,0.0,2245.99
2024-01-27 04:00:00+01:00,0.1,1105.42,6365.0,476.12,0.0,2153.39
2024-01-27 05:00:00+01:00,0.1,1103.0,6364.0,480.77,0.0,2027.36
2024-01-27 06:00:00+01:00,0.1,1133.12,6364.0,469.78,0.0,1773.2
2024-01-27 07:00:00+01:00,0.0,1156.31,6364.0,474.46,0.0,1612.43
2024-01-27 08:00:00+01:00,0.0,1178.36,6364.0,496.31,0.76,1581.46
2024-01-27 09:00:00+01:00,0.1,1180.28,6363.0,512.57,13.75,1685.5
2024-01-27 10:00:00+01:00,0.1,1184.13,6366.0,482.02,35.46,1683.63
2024-01-27 11:00:00+01:00,0.1,1184.95,6364.0,480.42,55.98,1798.98
2024-01-27 12:00:00+01:00,0.1,1183.41,6367.0,484.87,60.47,1931.57
